,x,y,morphology,dgrp
0,9.978330991694325,-0.8584850361089217,1.8813868233629116,DGRP_026
1,-0.9926594141843321,-0.6251479289106964,1.8867168052603915,DGRP_032
2,-4.888666510433394,2.6031171745011474,1.8741834771839736,DGRP_059
3,4.593790476842329,14.390564766937317,1.9045574538922423,DGRP_075
4,-9.041833531952049,6.594121945984783,1.935774509582619,DGRP_100
5,-9.04183353195205,6.594121945984786,1.935766005151488,DGRP_100
6,-10.203961462447346,-18.743787402748403,1.975692615638232,DGRP_105
7,20.638418744482287,-5.473670646305227,1.898786831481838,DGRP_195
8,-21.697405394071495,0.9470155816251046,1.8710849478920246,DGRP_208
9,16.938029278226047,-2.2569177999245493,1.9739298514934585,DGRP_228
10,16.252490451060943,5.251117052293273,1.9058024608800488,DGRP_256
11,-16.238725908704794,1.5562978368495595,1.9288214535575796,DGRP_304
12,-6.48967382699533,-4.990438909355224,1.862776452555765,DGRP_306
13,-13.91058524444995,10.811976157045603,1.8623496229360166,DGRP_309
14,0.8535260474729048,2.547490478080201,1.8407563042008837,DGRP_317
15,1.078434647540628,-8.139655625786434,1.9876028355953972,DGRP_320
16,-4.356618771077926,-7.035049845107393,1.6563955438930638,DGRP_332
17,13.795470686675523,-14.152040726379145,1.9091125664431956,DGRP_335
18,-10.49249828352708,0.9331938128144841,1.807238464879393,DGRP_350
19,0.5872899374370797,-0.6139433046025351,1.7780646894018914,DGRP_354
20,-8.25701654476835,15.417462935664261,1.8129521587402515,DGRP_359
21,-16.12801089608579,12.95047751769037,1.8574475251338256,DGRP_362
22,19.76055107846326,4.162225057359809,1.8407302534394705,DGRP_365
23,-2.4867573506422715,-16.340290098565767,1.7792684962424528,DGRP_377
24,15.77503797903222,-8.941113912840017,1.9069163108688434,DGRP_385
25,-19.435429974620448,-5.63411560007068,1.7507846267064657,DGRP_386
26,1.0054024105216477,-2.034339734727842,1.930103614589699,DGRP_390
27,-0.24063837934072563,0.028837359185920508,1.9115642649269105,DGRP_395
28,-12.528674432911675,-7.643837150621686,1.8902984951240844,DGRP_405
29,7.215547548379662,-11.639485600517242,1.816751321658359,DGRP_409
30,-11.23775171779567,-2.9421619533025813,1.8527344188462496,DGRP_437
31,8.96830157479939,11.720509158263697,1.9283293736239755,DGRP_439
32,2.7111823398624773,-11.198889268029436,1.9164507150932222,DGRP_486
33,9.029461917189632,6.775157149729349,1.905287954179097,DGRP_517
34,-8.210734899352909,-10.829550840853999,1.8847466145975358,DGRP_584
35,5.752440904582586,-17.565437831203326,1.9116133811905949,DGRP_595
36,13.003498987806577,14.980669581242674,1.9457164889931566,DGRP_705
37,-4.410450377230868,21.154394658927817,1.796618371108373,DGRP_732
38,-3.2302162298734736,-11.36657872200295,1.992408974950187,DGRP_737
39,1.0366422601157588,16.445758332844562,1.8579775825283602,DGRP_786
40,-2.0127010997981776,14.025454809998706,1.8315386295885814,DGRP_787
41,-15.415651014097614,-15.34455976586027,1.9574709401710875,DGRP_796
42,5.763672354949557,9.796063858692253,1.8105439073267824,DGRP_820
43,5.933538189647902,2.8373721756852253,1.911401436920471,DGRP_843
44,-2.0618402120591073,6.270353543452538,1.8680099358764988,DGRP_850
45,15.936458195144912,8.80612973872073,1.8881313683003353,DGRP_853
46,9.40135464158886,-9.630660246148201,1.9311022810969884,DGRP_859
47,7.001463364856312,-3.599724679601625,1.89509674312322,DGRP_900
