,id,DGRP,sex,exp_type,shock_color,shock_arm,treatment,replicates,ZT0,ZT,frac_time_on_shocked,activity,activity_shock,activity_noShock,activity_shock_color,activity_noShock_color,total_choices,correct_choices,incorrect_choices,analysis_time,bias_frac_time_on_shocked,bias_activity,bias_activity_shock,bias_activity_noShock,bias_activity_shock_color,bias_activity_noShock_color,bias_total_choices,bias_correct_choices,bias_incorrect_choices,bias_analysis_time,post_frac_time_on_shocked,post_activity,post_activity_shock,post_activity_noShock,post_activity_shock_color,post_activity_noShock_color,post_total_choices,post_correct_choices,post_incorrect_choices,post_analysis_time,group,group_sex,folder,experiment_date,experiment_by,head_scanned,abs_dev,abs_dev_sex
3894,15,DGRP_391,M,operant_place,green,R,shock,1,16:00:00,18:10:41,0.249968470172783,2.1439152767815,1.79592372038302,2.10235100001871,1.79138325361104,1.89252673581737,116.0,88.0,28.0,1200.0,0.241921397379913,1.50194453791598,,1.50194453791598,0.95849346527676,1.60617444813079,12.0,10.0,2.0,180.0,,,,,,,,,,,dgrp391_shock,dgrp391_shock_male,operant_place/20230619/csv/dgrp391_shock/male,20230619,riddha,True,0.0394113040216701,0.0416392163971213
3942,7,DGRP_738,F,operant_place,green,L,shock,1,11:00:00,12:22:23,0.209412669915363,2.35348912674986,2.10323770693361,2.02137553315781,1.64695713292198,1.74365740300638,101.0,67.0,34.0,1200.0,0.235243055555556,2.26231807394147,,2.26231807394147,1.50056689997013,1.6996657871189,17.0,10.0,7.0,180.0,,,,,,,,,,,dgrp738_shock,dgrp738_shock_female,operant_place/20230619/csv/dgrp738_shock/female,20230619,riddha,True,0.074755956445146,0.0860674421159589
3958,15,DGRP_738,M,operant_place,green,R,shock,1,11:00:00,12:22:23,0.117850730956656,2.46883076383634,2.73339772798713,2.30050954928987,2.49636151603372,1.7774006378684,122.0,99.0,23.0,1200.0,0.0990443092962641,3.03206658588458,,3.03206658588458,2.15199890056229,2.73065536235579,25.0,22.0,3.0,180.0,,,,,,,,,,,dgrp738_shock,dgrp738_shock_male,operant_place/20230619/csv/dgrp738_shock/male,20230619,riddha,True,0.166317895403853,0.15500640973304
4006,7,DGRP_897,F,operant_place,green,L,shock,1,16:00:00,16:47:48,0.40355488797096,1.04231271799305,1.06277788455628,0.933682393585424,0.932619160155892,0.695958806888563,29.0,17.0,12.0,1200.0,0.3717277486911,1.79558597215877,,1.79558597215877,1.08784453850751,1.50944713206186,16.0,10.0,6.0,180.0,,,,,,,,,,,dgrp897_shock,dgrp897_shock_female,operant_place/20230619/csv/dgrp897_shock/female,20230619,riddha,True,0.139737109257731,0.146231943085592
4022,15,DGRP_897,M,operant_place,green,R,shock,1,16:00:00,16:47:48,0.130913642052566,1.08984822677213,1.42251637035155,0.939546786968006,1.20739158589019,0.838722127217917,40.0,27.0,13.0,1200.0,0.358951965065502,1.50212587247089,,1.50212587247089,1.02776957448441,1.10371671129081,14.0,10.0,4.0,180.0,,,,,,,,,,,dgrp897_shock,dgrp897_shock_male,operant_place/20230619/csv/dgrp897_shock/male,20230619,riddha,True,0.132904136660663,0.139398970488524
4077,40,DGRP_031,F,operant_place,green,L,shock,2,11:00:00,12:00:21,0.331033633115683,3.24452069074187,2.49331502708948,2.94465895567097,1.85074049224884,2.42826923958858,179.0,120.0,59.0,1200.0,0.440374787052811,3.07439163192976,,3.07439163192976,1.8741050237742,2.14746913931812,32.0,20.0,12.0,180.0,,,,,,,,,,,dgrp31_shock,dgrp31_shock_female,operant_place/20230621/csv/dgrp31_shock/female,20230621,riddha,True,0.0683346185167631,0.0724728734126818
4095,48,DGRP_031,M,operant_place,green,R,shock,2,11:00:00,12:00:21,0.200443513613404,1.53918306665608,1.38798207516445,1.40211581452028,1.22763020552555,1.18225021116406,84.0,65.0,19.0,1200.0,0.296422487223169,1.87654479444678,,1.87654479444678,1.01827641950466,1.53274717496797,22.0,17.0,5.0,180.0,,,,,,,,,,,dgrp31_shock,dgrp31_shock_male,operant_place/20230621/csv/dgrp31_shock/male,20230621,riddha,True,0.0622555009855161,0.0662042174892553
4143,40,DGRP_354,F,operant_place,green,L,shock,1,11:00:00,13:34:49,0.320091093117409,2.52729458623233,1.95659243427165,2.57526526256537,1.81983704751562,2.25663439350566,124.0,91.0,33.0,1200.0,0.231316725978648,3.20948645574152,,3.20948645574152,2.9756769367083,2.98155835156918,31.0,23.0,8.0,180.0,,,,,,,,,,,dgrp354_shock,dgrp354_shock_female,operant_place/20230621/csv/dgrp354_shock/female,20230621,riddha,True,0.0170989861182222,0.0024303394519263
4159,48,DGRP_354,M,operant_place,green,R,shock,2,11:00:00,13:34:49,0.397622359934236,0.585123439548257,0.19973590591063,0.710245085524311,0.178471934733883,0.677677099720729,19.0,15.0,4.0,1200.0,1.0,0.0436617276580946,,0.0436617276580946,0.0436617276580946,,1.0,0.0,1.0,180.0,,,,,,,,,,,dgrp354_shock,dgrp354_shock_male,operant_place/20230621/csv/dgrp354_shock/male,20230621,riddha,True,0.0946302529350488,0.113489941506001
4207,40,DGRP_732,F,operant_place,blue,L,shock,2,16:00:00,16:45:43,0.0836482741244646,1.6420330199229,1.30524777233346,1.64993100910323,1.32089391410908,1.36889336888102,72.0,67.0,5.0,1200.0,0.219106047326906,1.83387761190317,,1.83387761190317,1.41246942793839,1.58182893625888,17.0,14.0,3.0,180.0,,,,,,,,,,,dgrp732_shock,dgrp732_shock_female,operant_place/20230621/csv/dgrp732_shock/female,20230621,riddha,True,0.164331047095996,0.167038289021046
4223,48,DGRP_732,M,operant_place,blue,R,shock,2,16:00:00,16:45:43,0.107543130588087,1.64734727314025,1.59750526379808,1.58181268772471,1.42249917216799,1.46585579367719,71.0,59.0,12.0,1200.0,0.22036874451273,1.72174941276924,,1.72174941276924,1.39053422151765,1.48046880315651,16.0,11.0,5.0,180.0,,,,,,,,,,,dgrp732_shock,dgrp732_shock_male,operant_place/20230621/csv/dgrp732_shock/male,20230621,riddha,True,0.140436190632374,0.137685976613275
4271,40,DGRP_091,F,operant_place,blue,L,shock,2,16:00:00,17:43:14,0.401614142966949,0.79881415719334,0.778678503869768,0.751991323406093,0.836153184835162,0.73950422650781,25.0,20.0,5.0,1200.0,0.499555555555556,0.575811921180435,,0.575811921180435,0.194894239172444,0.553504172985167,3.0,2.0,1.0,180.0,,,,,,,,,,,dgrp91_shock,dgrp91_shock_female,operant_place/20230621/csv/dgrp91_shock/female,20230621,riddha,True,0.124777211901959,0.123177920056008
4287,48,DGRP_091,M,operant_place,blue,R,shock,2,16:00:00,17:43:14,0.285348360655738,1.17698474073808,1.07685928707494,1.14024115504045,1.02931331393858,1.03632773123076,41.0,31.0,10.0,1200.0,0.121104185218166,2.42927188857219,,2.42927188857219,1.98290212115751,2.00736780569332,27.0,22.0,5.0,180.0,,,,,,,,,,,dgrp91_shock,dgrp91_shock_male,operant_place/20230621/csv/dgrp91_shock/male,20230621,riddha,True,0.0085114295907485,0.0101107214366996
4335,40,DGRP_318,F,operant_place,green,L,shock,2,11:00:00,13:40:10,0.17554780876494,1.13998233449418,1.18513679463182,1.06618548689532,1.12999515160848,0.8979120547498,57.0,47.0,10.0,1200.0,0.911435941530525,0.940631172024085,,0.940631172024085,0.808794438602297,,4.0,2.0,2.0,180.0,,,,,,,,,,,dgrp318_shock,dgrp318_shock_female,operant_place/20230623/csv/dgrp318_shock/female,20230623,riddha,True,0.0866501341200225,0.0795379059438447
4351,48,DGRP_318,M,operant_place,green,R,shock,2,11:00:00,13:40:10,0.101730793176441,1.51752862607913,1.62076836081443,1.463613278435,1.63609503085813,1.40010596434089,61.0,48.0,13.0,1200.0,0.248281786941581,0.947094836837784,,0.947094836837784,0.763897180144814,0.861992202034826,9.0,7.0,2.0,180.0,,,,,,,,,,,dgrp318_shock,dgrp318_shock_male,operant_place/20230623/csv/dgrp318_shock/male,20230623,riddha,True,0.160467149708521,0.167579377884699
4384,1,DGRP_227,F,operant_place,blue,L,shock,1,11:00:00,13:55:43,0.618862725450902,0.782868777721112,0.593095296916191,0.971668946119221,0.600458145032388,0.83479745701963,25.0,14.0,11.0,1200.0,0.564559216384684,1.00753002226008,,1.00753002226008,0.516158247846281,1.11240674509457,8.0,4.0,4.0,180.0,,,,,,,,,,,dgrp227_shock,dgrp227_shock_female,operant_place/20230630/csv/dgrp227_shock/female,20230630,riddha,True,0.350150138457324,0.363465278764499
4400,9,DGRP_227,M,operant_place,blue,R,shock,1,11:00:00,13:55:43,0.309377738825592,1.08778258069752,1.09256193442869,0.965346601086281,0.859369803633877,0.791479263640728,47.0,29.0,18.0,1200.0,0.445729537366548,1.59834676997987,,1.59834676997987,1.16747307289142,1.34120876342635,12.0,7.0,5.0,180.0,,,,,,,,,,,dgrp227_shock,dgrp227_shock_male,operant_place/20230630/csv/dgrp227_shock/male,20230630,riddha,True,0.0406651518320141,0.0271386600913923
4448,1,DGRP_309,F,operant_place,blue,L,shock,1,11:00:00,13:50:17,0.204362077660111,1.49454212968127,1.20988726279819,1.3552737524999,1.06344814423844,1.16032714693901,60.0,42.0,18.0,1200.0,0.199649737302977,1.76435262458711,,1.76435262458711,1.30995807102077,1.36731916984103,14.0,9.0,5.0,180.0,,,,,,,,,,,dgrp309_shock,dgrp309_shock_female,operant_place/20230703/csv/dgrp309_shock/female,20230703,riddha,True,0.0535666947352336,0.0574454125609816
4464,9,DGRP_309,M,operant_place,blue,R,shock,1,11:00:00,13:50:17,0.147107021303416,1.37300756097791,1.4325578699383,1.30906422399817,1.10915629386514,1.05210566100154,61.0,47.0,14.0,1200.0,0.162138475021911,2.16236522660992,,2.16236522660992,1.14702182914255,1.7842902088498,17.0,13.0,4.0,180.0,,,,,,,,,,,dgrp309_shock,dgrp309_shock_male,operant_place/20230703/csv/dgrp309_shock/male,20230703,riddha,True,0.110821751091928,0.106943033266181
4512,1,DGRP_405,F,operant_place,blue,L,shock,1,16:00:00,18:24:37,0.410294481563969,2.1791309578357,1.54846997239362,2.07009243328069,1.13908953617254,1.82151141593595,104.0,62.0,42.0,1200.0,0.511587982832618,2.53213150239814,,2.53213150239814,1.38457726697791,2.17764760918316,23.0,13.0,10.0,180.0,,,,,,,,,,,dgrp405_shock,dgrp405_shock_female,operant_place/20230703/csv/dgrp405_shock/female,20230703,riddha,True,0.17241373299288,0.178653908060109
4528,9,DGRP_405,M,operant_place,blue,R,shock,1,16:00:00,18:24:37,0.0729836714497773,1.47193453195096,1.97983969529181,1.37833686316162,1.54432683350693,1.22189466951748,70.0,58.0,12.0,1200.0,0.270618556701031,2.89631760237243,,2.89631760237243,2.24375390616805,2.03271440682302,24.0,15.0,9.0,180.0,,,,,,,,,,,dgrp405_shock,dgrp405_shock_male,operant_place/20230703/csv/dgrp405_shock/male,20230703,riddha,True,0.164897077121312,0.171137252188541
4576,1,DGRP_850,F,operant_place,green,L,shock,1,11:00:00,12:32:56,0.422970941883768,1.92291406361558,1.41502365665507,1.91646664936979,1.16964088159763,1.51922396097795,95.0,59.0,36.0,1200.0,0.447345517841601,3.50677096309937,,3.50677096309937,1.59594641613015,2.87443426012381,31.0,17.0,14.0,180.0,,,,,,,,,,,dgrp850_shock,dgrp850_shock_female,operant_place/20230703/csv/dgrp850_shock/female,20230703,riddha,True,0.115574732598122,0.118200351820022
4592,9,DGRP_850,M,operant_place,green,R,shock,1,11:00:00,12:32:56,0.379461490294302,2.84760311814926,1.86394950824049,2.68315273166128,1.35693403709907,1.90182566919036,138.0,85.0,53.0,1200.0,0.198779424585876,3.47813954657475,,3.47813954657475,1.94822865350983,2.53155030778044,31.0,23.0,8.0,180.0,,,,,,,,,,,dgrp850_shock,dgrp850_shock_male,operant_place/20230703/csv/dgrp850_shock/male,20230703,riddha,True,0.0720652810086562,0.0694396617867562
4641,2,DGRP_437,F,operant_place,blue,M,shock,1,16:00:00,16:58:24,0.107750952986023,1.52120048352831,1.95028072819238,1.3935611068429,1.7879285751919,1.1429165415492,58.0,43.0,15.0,1200.0,0.145390070921986,2.47837697404667,,2.47837697404667,2.71128576148385,1.6042451475585,21.0,16.0,5.0,180.0,,,,,,,,,,,dgrp437_shock,dgrp437_shock_female,operant_place/20230705/csv/dgrp437_shock/female,20230705,riddha,True,0.157227434898738,0.158835234144441
4657,10,DGRP_437,M,operant_place,blue,L,shock,1,16:00:00,16:58:24,0.222547025927809,1.50687207925182,1.52083339184726,1.38227558705303,1.11748909910694,1.10411215400388,75.0,50.0,25.0,1200.0,0.127659574468085,2.28546393557638,,2.28546393557638,2.3899583989844,1.73403930518138,19.0,14.0,5.0,180.0,,,,,,,,,,,dgrp437_shock,dgrp437_shock_male,operant_place/20230705/csv/dgrp437_shock/male,20230705,riddha,True,0.0424313619569523,0.0408235627112494
4705,2,DGRP_786,F,operant_place,blue,M,shock,1,16:00:00,17:54:00,0.109164762630109,0.462910184603381,0.735541476876705,0.396621481856699,0.715763302233165,0.32022992027963,11.0,7.0,4.0,1200.0,0.37467018469657,1.64466982699806,,1.64466982699806,1.51175387291888,1.20061037981219,14.0,9.0,5.0,180.0,,,,,,,,,,,dgrp786_shock,dgrp786_shock_female,operant_place/20230705/csv/dgrp786_shock/female,20230705,riddha,True,0.148575894741398,0.154390540856533
4721,10,DGRP_786,M,operant_place,blue,L,shock,1,16:00:00,17:54:00,0.029452837374635,0.0924319637020507,0.962890441017844,0.05694801657702,1.04026148653281,0.0478131460001601,5.0,3.0,2.0,1200.0,0.0905096660808436,0.896259179551129,,0.896259179551129,1.07930010334725,0.722807122776684,9.0,8.0,1.0,180.0,,,,,,,,,,,dgrp786_shock,dgrp786_shock_male,operant_place/20230705/csv/dgrp786_shock/male,20230705,riddha,True,0.228287819996872,0.222473173881738
4768,1,DGRP_855,F,operant_place,blue,L,shock,1,11:00:00,11:54:51,0.194255673804334,0.829616460618429,0.833499964379965,0.7930401532468,0.706917979245938,0.678537676126597,30.0,22.0,8.0,1200.0,0.187722419928826,1.24504197226022,,1.24504197226022,1.39668961010009,0.918625439286636,11.0,8.0,3.0,180.0,,,,,,,,,,,dgrp855_shock,dgrp855_shock_female,operant_place/20230705/csv/dgrp855_shock/female,20230705,riddha,True,0.062367040754688,0.0469211510910989
4784,9,DGRP_855,M,operant_place,blue,R,shock,1,11:00:00,11:54:51,0.132709321707911,0.527287845895736,0.632807456622309,0.497503985306843,0.523789216367516,0.465278878500264,13.0,9.0,4.0,1200.0,0.165775401069519,1.49269855232128,,1.49269855232128,1.31070526772143,1.26461881540862,12.0,9.0,3.0,180.0,,,,,,,,,,,dgrp855_shock,dgrp855_shock_male,operant_place/20230705/csv/dgrp855_shock/male,20230705,riddha,True,0.123913392851111,0.1393592825147
4833,2,DGRP_026,F,operant_place,blue,M,shock,1,11:00:00,14:14:14,0.3584175714464,1.6616931445392,1.44164409255959,1.54866531434277,1.43677755312784,1.17220453938992,83.0,52.0,31.0,1200.0,0.230636833046472,1.80864091711504,,1.80864091711504,1.57411586630224,1.19704229483941,17.0,11.0,6.0,180.0,,,,,,,,,,,dgrp26_shock,dgrp26_shock_female,operant_place/20230707/csv/dgrp26_shock/female,20230707,riddha,True,0.0707507544000996,0.0774454496341402
4849,10,DGRP_026,M,operant_place,blue,L,shock,1,11:00:00,14:14:14,0.0856215676485272,1.17982889036268,1.88287246227829,1.01087336026164,0.96152220243027,0.803412311868386,51.0,38.0,13.0,1200.0,0.172117039586919,1.8077666385542,,1.8077666385542,1.68223920167627,1.35443667301246,14.0,9.0,5.0,180.0,,,,,,,,,,,dgrp26_shock,dgrp26_shock_male,operant_place/20230707/csv/dgrp26_shock/male,20230707,riddha,True,0.202045249397773,0.208739944631813
4897,2,DGRP_737,F,operant_place,blue,M,shock,1,11:00:00,12:34:29,0.0325050200803213,0.392949955148359,2.42495316735645,0.209332082946121,1.58979224549897,0.151846815991884,15.0,8.0,7.0,1200.0,0.23961937716263,1.99086742863482,,1.99086742863482,1.97545571477805,1.25642372806884,18.0,10.0,8.0,180.0,,,,,,,,,,,dgrp737_shock,dgrp737_shock_female,operant_place/20230707/csv/dgrp737_shock/female,20230707,riddha,True,0.207584331922821,0.196769491506595
4913,10,DGRP_737,M,operant_place,blue,L,shock,1,11:00:00,12:34:29,0.32015562248996,1.90154477322164,1.33897014154753,1.91176408139565,1.02974825162351,1.68355411635939,85.0,59.0,26.0,1200.0,0.320656871218669,3.73426159634239,,3.73426159634239,1.97404695910673,2.90260584390995,31.0,20.0,11.0,180.0,,,,,,,,,,,dgrp737_shock,dgrp737_shock_male,operant_place/20230707/csv/dgrp737_shock/male,20230707,riddha,True,0.0800662704868178,0.0690797659370013
4969,34,DGRP_627,F,operant_place,blue,L,shock,2,11:00:00,14:29:28,0.194533555755165,1.37595278548552,1.41567234830605,1.2533900049628,1.20652535366236,1.10253436044869,55.0,37.0,18.0,1200.0,0.2784140969163,2.93476924070176,,2.93476924070176,2.52616402287983,2.21058755703436,27.0,17.0,10.0,180.0,,,,,,,,,,,dgrp627_shock,dgrp627_shock_female,operant_place/20230710/csv/dgrp627_shock/female,20230710,riddha,True,0.075735945429371,0.089976970548575
4985,42,DGRP_627,M,operant_place,blue,R,shock,2,11:00:00,14:29:28,0.169254459129988,1.74706559907385,1.86562159037146,1.54904181340176,1.43430298515682,1.30097367330027,77.0,57.0,20.0,1200.0,0.265666372462489,2.82113229450661,,2.82113229450661,1.56460287060842,2.10058848654418,24.0,16.0,8.0,180.0,,,,,,,,,,,dgrp627_shock,dgrp627_shock_male,operant_place/20230710/csv/dgrp627_shock/male,20230710,riddha,True,0.101015042054547,0.0867740169353435
5033,34,DGRP_818,F,operant_place,green,L,shock,2,16:00:00,17:28:50,0.116860392450944,0.307101238118193,0.877836685944393,0.214452505660881,0.830205444561808,0.238373415495646,3.0,2.0,1.0,1200.0,0.455574912891986,1.25485953511991,,1.25485953511991,1.14202485199291,1.16258892213514,8.0,5.0,3.0,180.0,,,,,,,,,,,dgrp818_shock,dgrp818_shock_female,operant_place/20230710/csv/dgrp818_shock/female,20230710,riddha,True,0.186570419086239,0.15909962709255
5049,42,DGRP_818,M,operant_place,green,R,shock,2,16:00:00,17:28:50,0.39220097487814,0.705831493243148,0.574659866686756,0.78805655017665,0.541852967010659,0.648933124757794,10.0,7.0,3.0,1200.0,0.0,0.978257999389199,,0.978257999389199,,0.957011885628917,3.0,3.0,0.0,180.0,,,,,,,,,,,dgrp818_shock,dgrp818_shock_male,operant_place/20230710/csv/dgrp818_shock/male,20230710,riddha,True,0.0887701633409579,0.0612993713472688
5097,34,DGRP_853,F,operant_place,green,L,shock,2,16:00:00,18:33:26,0.0570713391739675,1.20465986718178,1.95854405114448,1.09175148492776,1.13651153002271,0.96795703176738,51.0,36.0,15.0,1200.0,0.438748913987837,3.20115207784385,,3.20115207784385,2.18443326508804,2.92062062351929,35.0,22.0,13.0,180.0,,,,,,,,,,,dgrp853_shock,dgrp853_shock_female,operant_place/20230710/csv/dgrp853_shock/female,20230710,riddha,True,0.221882989387981,0.235297027384155
5113,42,DGRP_853,M,operant_place,green,R,shock,2,16:00:00,18:33:26,0.105368539607058,2.35497919020569,2.87850547055574,2.08325872505711,2.4231223758773,1.78706013843292,103.0,71.0,32.0,1200.0,0.134665508253692,2.29381072337439,,2.29381072337439,2.11780208825983,1.81379692748836,17.0,12.0,5.0,180.0,,,,,,,,,,,dgrp853_shock,dgrp853_shock_male,operant_place/20230710/csv/dgrp853_shock/male,20230710,riddha,True,0.173585788954891,0.160171750958718
5161,34,DGRP_913,F,operant_place,green,L,shock,2,11:00:00,13:16:11,0.103041825095057,0.647812243417546,1.15233042142164,0.569950341579938,1.0914858764811,0.519576017951218,20.0,14.0,6.0,1200.0,0.297273526824978,1.11947289346418,,1.11947289346418,0.641558238445087,1.16920996487622,7.0,5.0,2.0,180.0,,,,,,,,,,,dgrp913_shock,dgrp913_shock_female,operant_place/20230710/csv/dgrp913_shock/female,20230710,riddha,True,0.184950883716137,0.162527370621964
5177,42,DGRP_913,M,operant_place,green,R,shock,2,11:00:00,13:16:11,0.435868187579214,0.740970746882241,0.530410459590838,0.892935419499308,0.495503527942422,0.802946525135362,27.0,20.0,7.0,1200.0,0.305383936451898,1.42828349586038,,1.42828349586038,1.27543002914833,1.19454189726836,11.0,8.0,3.0,180.0,,,,,,,,,,,dgrp913_shock,dgrp913_shock_male,operant_place/20230710/csv/dgrp913_shock/male,20230710,riddha,True,0.14787547876802,0.125451965673847
