KL Female,Bottleneck Female
-0.48307652508170357,-2.964123025863628
0.019539423669960643,-0.023313524320521074
-0.056262687532683944,0.477306817964157
-0.5956579143336322,-0.3665109307511763
-1.3094563244473651,-0.9339241614484386
-2.215592622840274,-0.7453198688506641
-0.14569533637159032,-0.44534985099064006
-0.6023100494750537,0.823050680513015
-0.6048033152481697,-2.204157961282565
-0.5276099669911232,-2.239187281362812
0.03771579240264864,-0.061592362303192316
-1.0427070713202427,-0.062133601681040956
0.038857684500337615,-0.2921658759355948
-0.295708074782635,1.9952524135630227
-0.10861513523353847,0.14237786224196075
-3.355263374385535,-0.341693567501875
-0.062309961718636155,-0.42352928616589486
-1.2751882974145838,0.6907180510291517
-0.6349606808510714,-0.05336238395123517
0.04559563602476163,1.2710147114144728
-0.5895571912526648,-2.0782343146695745
-0.39217112131153137,-0.9836581647180811
-0.6083367761681188,-0.518936063158093
-0.19989770476659796,-1.456883729772708
0.03158917062033273,1.2733572943507845
-0.07815457370148668,0.15328927141644058
-0.16957040409855959,-1.8520053377539678
0.04362646351270413,1.9045393146234744
-0.6232267745403018,1.7686433151103693
-0.07440139181717983,1.778482126257178
-0.4486194940372093,0.7339083711654932
0.12682804439994233,0.7217593387014107
-0.16682797015242348,0.27117328021358345
-0.4444732930169093,0.46261728810996466
0.033960396544622844,-0.023313524320521074
-0.48307652508170357,-2.964123025863628
-0.16323098352056017,-0.14886278950494747
-0.6976120924819085,-0.17423742130847794
-1.4197743260101994,-0.23006161127624583
-2.3200681012431184,-0.04312776453104317
-0.248267534515169,-0.14886278950494747
-0.7118084639776553,-0.05773476398444242
-0.7118304244167805,-0.023313524320521074
-0.6379186357341917,-0.05620263426699741
-0.07295645720097803,-0.14886278950494747
-1.1474196270051946,-0.14555305492187837
-0.06964489275135474,-0.6006679239290864
-0.40137926486840264,1.2054878692182343
-0.21536333604481034,-0.02422198350828321
-3.4617348888845587,-0.11554479470205102
-0.1698424553384637,-0.20777606508357913
-1.3818573915258774,-0.20402503255610055
-0.7367698177211747,-0.25168521055229864
-0.05882716573836672,-0.17423742130847794
-0.7007663548101123,-0.023313524320521074
-0.5004444650161051,-0.1601158870873832
-0.7115792530430382,-0.15437901381006267
-0.30444856445220153,-0.02331352432052231
-0.07483939773203692,-0.06151588333011443
-0.18567244636236502,-0.15692962034074573
-0.27503826035960954,-0.14744833149110595
-0.06296672413285186,0.933144757826787
-0.7280539711084687,0.7046359907703872
-0.1820599250351218,0.7071456651120949
-0.5493370395699971,-0.13121087172857826
0.020585489980889535,-0.3502349527625324
-0.27343102764183524,-0.3202316535661724
-0.5496560004254591,-0.12525334947905362
0.27643980957438075,0.477306817964157
0.15047813440399357,-0.14886278950494747
-0.48307652508170357,-2.964123025863628
-0.4618945045166164,-0.5250233621142693
-1.1787932998774773,-0.14166106703843717
-2.080045473322117,0.40409841974074606
-0.016877828008684866,-1.1188096879540326
-0.47237600032715643,-0.25541326047435275
-0.47582049109870955,0.477306817964157
-0.39797664030500357,0.39903242134178385
0.1680548374717652,-0.287209407794673
-0.9084627153183377,-0.287209407794673
0.16959204950191104,-0.5233110816607713
-0.16169253986277438,0.20424718464887676
0.022040803430149417,0.036310202672656146
-3.218678561418269,-0.2624567108301202
0.0705609665678396,-1.0029423062173566
-1.1428140670770772,-0.6446587162586738
-0.4972583126345018,-0.11406411974457226
0.1765608901457188,0.260528927744912
-0.46098790971820214,0.477306817964157
-0.2564477273155143,-0.04219306049915339
-0.47340719046078056,-0.7097454504212413
-0.06622299265454021,0.3948596657780304
0.16358813673845735,-0.18708039496351445
0.05350443011275917,-0.38347172206624186
-0.032431480250024035,0.3133617211688438
0.17296241947566482,1.0267865071896969
-0.4849608125203772,0.7934999756278692
0.05728323168206372,1.0247897833017585
-0.3126443348391742,-0.28298333758121347
0.25708666692051857,-0.22477448282275628
-0.031502692022559765,-0.48080918946788553
-0.315018243034381,-0.28056844031637823
0.7441685568798146,-0.3665109307511763
0.6237063775021204,-0.17423742130847794
0.5432820791422267,-0.5250233621142693
-0.48307652508170357,-2.964123025863628
-0.7046840058135824,-1.1328358073600187
-1.6152461720171125,-0.3665109307511763
0.4527629878501523,-0.5250233621142693
0.004263779725170233,-0.44555966942832026
0.001001496415272118,-0.3665109307511763
0.06974142179473987,-0.3665109307511775
0.6342600673489472,-0.4970139665200051
-0.4426829108973072,-0.522118684052642
0.6400818844288464,-0.5499603287579902
0.3055650527953011,1.8918826820795447
0.48864942245924914,0.02322216241731946
-2.7482790332476594,-0.4474269624679384
0.5392191066088463,-1.0368639483388131
-0.6789397831494635,-0.6734920717807944
-0.030085650042583952,-0.14643837883435257
0.6486551623852298,0.3109282584676714
0.015447669522711358,-0.3665109307511775
0.21014585628785637,-0.5329074882815423
-0.006953543775845468,-0.5252308391186712
0.4080965620774945,-0.3665109307511763
0.6338586496485236,0.3156134243402948
0.5272097768565169,-0.5252308391186712
0.43561990803805656,-0.43601546412237874
0.6453799622698818,1.6195395706880968
-0.00933272726430799,1.3910308036316983
0.5247885170472715,1.4369528814683443
0.15737394204743657,-0.4903747023791428
0.7324209413064728,-0.26980170669684755
0.437695841444368,-0.6745851879803353
0.1543198880845107,-0.48705507030871187
1.4603514629188874,-0.9339241614484386
1.3351367875045321,-0.23006161127624583
1.2548318171877664,-0.14166106703843717
0.7181823465992516,-1.1328358073600187
-0.48307652508170357,-2.964123025863628
