"dgrp","1315","1312","1311","1314","1313","1327","1317","1316","1319","1322","1321","1323","1324","1320","1326","1325","1328","1329","1318","2617","1330","1331","1332","1334","1333","1335","1336","1338","1340","1337","1339","1341","2619","2621","2620","2618","2636","2635","1349","1350","1351","1352","1353","1354","1355","1356","1357","1358","1359","1360","1361","1362","1363","1364","1365","1366","1367","1368","1369","1370","1371","1372","1373","1374","1375","1376","1377","1378","1379","1380","1381","1382","1383","1384","1385","1386","1387","1388","1389","1390","1391","1392","1393","1394","1395","1396","1397","1398","1399","1400","1401","1402","1403","1404","1405","1416","1417","1427","1426","1419","1418","1420","1422","1424","1421","1423","1425","2637","2645","2644","2650","2651","2647","2646","2649","2648","2652","2653","2657","2656","2654","2655","1488","1495","1486","1493","1496","1489","1492","1485","1487","1494","1483","1491","1490","1484","1501","1497","1498","1500","1499","1503","1504","1536","1540","1537","1538","1544","1543","1542","1541","1549","1550","1547","1548","1584","1581","1587","1585","1582","1588","2797","2798","2799","1589","1591","1592","1590","1593","1594","2800","2801","2812","2833","2834","2835","2836","2837","2838","2839","2840","2825","2826","2827","2828","2829","2830","2831","2832","2821","2820","2819","2824","2823","2822","2818","2815","2816","2814","2817","1719","1718","1720","1721","2841","2843","2846","1722","2845","1736","1737","1738","2481","2482","2483","2858","2859","2860","2847","2852","2870","2871","2872","2874","2875","2876","2534","2535","2536","2453","2454","2451","2452","2455","2456","2475","2476","2496","2470","2471","2472","2473","2306","2245","2246","2247","2504","2505","2325","2326","2327","2328","2329","2330"
"DGRP_010",75.18,1.15,2.35,2.42,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_021",49.76,2.24,3.24,2.14,1.5,1.6,2.37,2.14,2.36,2.24,3.93,3,2.27,3.88,2.63,3.84,3.67,3.42,2.9,NA,NA,92.17,262.5,0.37,3.03,435.68,5.792593,4.934959,3.239437,0.51072933,0.21185064,0.18508181,NA,NA,NA,NA,1.5,1,0.00341589533,0.007505714,0.00311721767,0.00417323533,0.00149497233,0.00673020533,0.002421393,0.002304176,0.00013193767,0.05839285233,0.00037680667,0.000331354,0.000455502,0.00101760333,0.001915524,0,0.000421422,0.01323605567,0.00172750933,0.01503514,0.01977001267,0.00176227667,0.02596645067,0.00298497433,0.01402034867,0.001946711,0.06356700267,0.00039043033,0,0.000366055,0.00045908733,0.00072627433,0.00480187267,0.000851568,0.00166206033,0.00227766,0.00162040367,0.00996127033,0.00395819133,0.30981927767,0.03438655467,0.026455307,0.00280158733,0.04731751033,0.00499642033,0.007551071,0.00415988567,0.00277718033,0.003343454,0.21857635633,0.00754100433,0.007562574,0.01675898333,0.00085336167,0.0078168,0.00350840333,0.00168607367,46.23,46.8287221,50.6350669,48.77,27.020683,25.86,20.09,2.89,1.11,20.625043,2.9201284,0.9690074,1.276388889,97.2583333333333,85.1083333333333,255.566666666667,318.575,106.391666666667,79.8666666666667,114.925,90.5916666666667,33.2951015715833,30.5326038955833,36.07057108725,35.45040163525,31.2544967930833,33.3968250174167,22.2061075,49.1635158,28.1614583,21.1042413,18.9600421,1.23079354,36.1472923,11.0052083,78.4147904,35.4866486,603.916667,20.3466321,9.19671017,489.255208,NA,NA,NA,NA,NA,180.3,2.2,2,51,49.76,10.04,1.04,1.97,17.83,16.76,18.99,35.85,74.72,71.02,2.238,1.11,1.393,0.055,0.118,0.012,18.9897959183673,74.72,35.85,5.7930285714,11.464129032,0.3073034303,0.1785441485,1.9474228775,0.3208198715,NA,36.5922222213333,NA,0.329474916666667,1.27036295833333,1.76641316666667,1.69883404166667,1.10738658333333,0.272798708333333,0.169391791666667,0.0672492916666667,0.131023708333333,0.222270458333333,0.226771875,0.0244038333333333,0.220905,0.0825188333333333,0.288711791666667,0.02608375,0.884857833333333,1.75818341666667,1.22360345833333,0.391946458333333,0.385539041666667,2.35392758333333,0.13769308,0.4611724,0.760563333333333,0.862419166666667,1.0008088,3.687,4.836,7.45,19.691,9.773646616,11.15582137,553.7,"Poor",462.92,23.9683082,24.4772727,0.24148277,3.30560365,2.326804552,2.150216259,81.71875,50.8529411764706,26.0857142857143,NA,NA,NA,NA,NA,NA,NA,NA,"0.08","0.025",0.790127042,NA,NA,NA,NA,NA,NA,51.9186507950952,959.619047619048,1.87,371.8,820.5,31.4913279681179,"NC",11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_023",60.52,2.08,2.78,2.87,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_026",46.39,1.73,NA,2.8,2.94,2.44,2.84,2.7,2.68,1.73,3.92,2.9,3.02,3.8,2.84,4.02,3.95,3.72,2.64,0.539667418,0.729,85.14,179.36,0.65,1.67,-84.33,4.065693,1.878049,1.738806,0.21682046,0.10865845,0.11106907,NA,NA,NA,NA,3,1,0.00291365,0.00740220633,0.00269136633,0.002609063,0.00137295333,0.00545437667,0.00335869633,0.00075851033,0.00065527,0.05721788667,0.000814114,0.00063467567,0.000357062,0.00086488367,0.00158008367,0.00026361967,0.00033777433,0.01329777633,0.00310580967,0.00897055933,0.01382453533,0.001696823,0.01889543033,0.005804928,0.00595799267,0.00177021133,0.06100372767,0.00049255233,0.00028734967,0.00084907167,0.00100978267,0.00088231233,0.00274556467,0.00221845567,0.002212613,0.00331598367,0.002294879,0.01303220733,0.005015988,0.29288195333,0.04662594967,0.01881022967,0.00317300067,0.060271805,0.005902646,0.00704148133,0.00581340967,0.004971132,0.005519983,0.23291511367,0.00810535933,0.00687890867,0.021007161,0.001429541,0.006369082,0.004564906,0.00120215933,20.77,22.6713448,21.3697585,16.14,18.6632645,15.5,1.27,NA,NA,2.3924502,NA,NA,0.999677579333333,95.5083333333333,80.1416666666667,251.3,316.375,106.808333333333,79.675,114.058333333333,91.4833333333333,31.8918283185833,30.1884142314167,36.0527756473333,36.39941845325,31.7087532280833,33.7588101214167,16.03385,26.2640053,26.78125,21.0188984,24.8038526,1.2515163,36.9128801,9.30208333,95.4461804,53.6578047,595.390625,24.636119,9.70187554,408.28125,-2.553693995,0.481372549,0.400617458,-2.098787858,12.71687617,180.8,1.4,1,46,46.39,9.13,4.1,4.97,14.14,17.38,15.716,33.625,39.111,39.111,2.45,1.808,1.285,0.199,0.062,0.046,15.7157894736842,41.4545454545455,33.625,7.8121212121,10.326033058,0.295763649,0.2153472799,0.827808691,0.121515633,47.15104166625,26.8515151509091,NA,0.31955736,1.30820168,1.77118124,1.73169564,1.1084566,0.26185448,0.18286892,0.08136376,0.134985,0.23115376,0.23735416,0.02927036,0.25402064,0.08476788,0.29350508,0.02697796,0.9305436,1.76577932,1.29321296,0.45784364,0.379457,2.38679572,0.14010024,0.4785312,0.759085833333333,0.861875,1.0102236,NA,5.073,10.706,21.908,9.00335213,11.76196581,656.9583333,"Poor",870.64,23.842407,24.7058824,0.20835485,2.835206118,1.980697321,1.816377054,55.4444444444444,32.4848484848485,24.3880597014925,NA,NA,NA,NA,NA,NA,NA,NA,"0.165","0.109",0.73326572,NA,NA,NA,NA,NA,NA,29.6666666669524,641.238095238095,8.45,365,651.7,49.8156415818218,"NC",8.520666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_028",54,2.01,3.77,3.13,1.41,1.51,1.45,3.13,2.39,2.01,3.65,3.09,2.61,3.38,2.22,3.15,3.68,4.04,2.7,0.288553429,0.868,82.75,240.19,0.46,2.72,164.46,4.870504,3.211382,4.786765,0.51385255,0.15628127,0.16449834,NA,NA,NA,NA,3,1.55,0.00168234,0.00465603167,0.000469289,0.00185725233,0.00054286367,0.00581316233,0.00177377933,0.00072133767,0.00035030333,0.049135185,0.00033938,0.00014296063,0.000197176,0.00050974033,0.00150355367,0.000490982,0.00092592233,0.013154483,0.000430738,0.002823065,0.01371409267,0.001610672,0.02508026067,0,0.01908248367,0.003237646,0.065844753,0.00021651833,0.00027829667,0.000399649,0.00051953667,0.000183598,0,0.003269255,0.00106664367,0.00299553667,0.00288034167,0.01200104133,0.001045176,0.21334304733,0.05950564233,0.055835264,0.005666146,0.06105544433,0.00270034733,0.00656166067,0.005484597,0.00568755667,0.00467123133,0.26756640433,0.00937649267,0.01154750233,0.01881161433,0.00176032333,0.012820885,0.00905217733,0.001758793,47.77,45.550462,31.3328183,37.09,17.1360006,20.59,11.74,7.19,2.78,10.3187161,6.8128917,2.1770387,1.17690972216667,95.6916666666667,81.8916666666667,255.566666666667,317.658333333333,107.733333333333,81.1666666666667,114.233333333333,92.5083333333333,32.0201192733333,30.1241311535,35.96037608775,36.2159236605,31.7639570663333,33.9154927589167,19.6790579,61.4980717,19.0833333,23.359467,17.951381,1.29446667,35.0057872,14.5364583,57.6769681,68.2570567,503.145833,24.1997633,16.558025,281.625,-1.579508603,0.061111111,-3.697717009,1.974903747,16.0294644,179.6,1.4,1,56,54,13.13,4.13,5.57,13.69,19.97,15.99,33.375,50.08,50.08,2.194,1.613,1.541,0.098,0.193,0.073,15.989898989899,50.08,33.375,7.7328205128,10.273169014,0.2181119749,0.2017390438,0.8569322795,0.0009402985,22.6854166670625,NA,NA,0.33435872,1.36752988,1.83047008,1.78456956,1.20046296,0.28170948,0.18949356,0.082031,0.14220824,0.22098684,0.24984412,0.03192976,0.22562336,0.09688108,0.33428588,0.027494,0.90788316,1.8315196,1.3303696,0.43636812,0.389905,2.49216084,0.14624392,0.4952768,0.7911836,0.9051248,1.0678496,NA,4.966,11.71,17.38,10.12535948,12.2152381,1516.56,"Poor",1460.4,23.1967054,24.6538462,0.11014935,3.650008862,2.89563658,2.205070753,100.111111111111,47.6,32.0952380952381,NA,NA,617,25.15,1.131,853.6,25.1533333333333,1.13060251325,NA,NA,0.712532443,NA,NA,NA,NA,NA,NA,39.0069444441667,768.166666666667,5.83,358.666666666667,841.666666666667,31.0957237103665,"NC",10.92033333,NA,NA,NA,NA,NA,"B",2.453519415,0.061649579,NA,NA,NA
"DGRP_031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000849071,0.00233788633,0.00086592433,0.00150518733,0.000954197,0.00243935367,0.001785908,0.00132140867,0.00045543967,0.03434035967,0.000188589,0.00017630733,0.00032659433,0.00053100167,0.00091241833,9.3941e-05,0.00032226167,0.00849413567,0.00208125233,0.00447182567,0.012714957,0.00105885833,0.03548241533,0,0.00495786867,0.01102710067,0.07321997333,0.00043917967,0.0001249729,0.00016398733,0.00044531433,0.00054809067,0.002130739,0.002438931,0.00199650867,0.00587820067,0.001692379,0.011488145,0.005890531,0.23675950467,0.187362405,0.01450877733,0.01258584967,0.05717433967,0.00360468,0.006272873,0.006367914,0.00113960867,0.003045436,0.18695313067,0.00949626967,0.00155945733,0.01135536767,0.00126712733,0.01096953767,0.00465110467,0.00137090667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48180390183333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.7,0.8,1,71,71.88,7.98,NA,NA,NA,NA,NA,NA,NA,NA,2.046,1.741,NA,0.138,0.115,NA,NA,71.3333333333333,31.375,5.0416883117,8.5175159236,0.1867940115,0.1192267338,1.1754845925,0.0856543775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.993,5.428,NA,NA,8.199813259,9.341991342,1462.94,"Poor",984.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.178","0.127",0.817521811,NA,NA,NA,NA,NA,NA,26.2232142864286,552.714285714286,NA,234.5,876.333333333333,20.9335539726829,"NC",12.85833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_032",52.56,2.06,2.54,2.39,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55286281171429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.2,0.6,1,54,52.56,6.6,NA,NA,NA,NA,NA,NA,NA,NA,2.189,1.919,NA,0.147,0.068,NA,NA,56.16,30.35,6.715,7.975890411,0.1601778555,0.1747159473,0.429157431,0.308856268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.274,NA,NA,8.936190476,10.6225,1385.62,"Poor",1577.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.079","0.019",0.798777946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.6,217.3,44.8743679862977,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DGRP_038",48.27,2.3,2.05,2.63,0.95,1.05,2.43,2.63,1.82,2.3,3.73,3.3,2.6,3.76,1.85,3.41,3.24,3.71,2.2,0.5031087,0.894,71.58,195.24,0.66,2.42,45.1,3.403226,2.719008,3.045455,0.4225452,0.14480116,0.14543069,NA,NA,NA,NA,3.6,1.5,0.00221560857,0.00432733971,0.00127539343,0.00194618414,0.002115987,0.00502551329,0.00222188,0.00194766843,0.00037846514,0.04041505771,0.000333088,1.288286e-05,0.00039255414,0.00076682143,0.00153030457,0.00061521629,0.00032443871,0.00846228329,9.854113e-05,0.008556529,0.01504412471,0.00131947157,0.046914646,0,0.01432364871,0.00835043214,0.04972424514,0.00031131186,0.00012771843,0.00033842929,0.00053587271,0.00011808844,0.00113634229,0.002142563,0.00150854957,0.00661319314,0.002983582,0.009815602,0.000199389,0.19393793886,0.24898013129,0.03629579414,0.01197548571,0.04872942557,0.00061024086,0.00413990671,0.01014320871,0.00178334029,0.003445913,0.13964502429,0.01660971043,0.00437248571,0.01130938643,0.00081139471,0.01460720114,0.00143862043,0.00202982986,34.68,34.4494314,33.7465415,33.23,22.8040015,22.23,11.45,1.86,NA,11.2218961,1.9235252,NA,1.1696180555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0008326,30.0426667,22.2222222,37.6532928,16.4266294,1.12593772,43.3631425,12.9259259,15.3842051,37.554663,187.858025,45.9214754,45.7319227,218.475309,-2.568430999,0.1,-4.227573464,1.466944939,15.33848196,192.8,10.1,1,51,48.27,19.75,5.89,5.61,11.66,15.07,16.175,29.85,44.714,44.714,2.519,1.898,1.708,0.099,0.058,0.222,16.1752577319588,44.936170212766,29.85,7.1614534884,10.095432099,0.2344452801,0.1688181348,1.00223814,0.114020976,29.24166666625,45.1822916675,1.30985915492958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.591,6.478,11.234,21.819,9.581697425,10.01125541,1990.404762,"Good",1655.7,23.9711865,23.9705882,0.17161396,3.051003621,2.767590465,1.400184143,66.0151515151515,41.9701492537313,8.5,NA,NA,1261.5,23.63,1.168,1584.6,23.6316666666667,1.1677478375,NA,NA,0.728114572,"99/189","100/189","0.8935","2/20",7.048,1,101.295454541818,2431.09090909091,4.84,747.1,1673.2,30.8891857783056,"NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
