"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68"
"1",0,0.0487870293777982,0.0237502289049625,0.0414292051079405,-0.0109278497000917,-0.0802135619631748,-0.168168785667838,0.0327483160970074,-0.0115735473015619,-0.0118155591812521,-0.25156305126849,-0.00432269279183343,0.05055134075221,0.0578164430484883,0.0399716930211589,-0.0543212207409335,0.050662179899783,0.0181871468900198,0.0363475509934524,-0.278792315571239,0.0408422190719852,-0.0768872941721909,-0.0147428206127287,0.0513162073730152,-0.0103356755820276,0.00882384376252116,-0.0121585388700881,0.0274870971766742,0.0499566527451484,0.0437108255410587,0.024096377273886,0.0393042425071606,0.0304308535622718,0.0511250672441866,-0.0136038547018346,0.0329766466953939,0.00865487641431,0.0396685496790772,0.0437362661878153,-0.00596561935555549,0.0446550214529951,0.0292918226856655,0.00967604806816294,0.0596777394543354,0.0554591297275559,0.0386767983079948,0.0318268089380043,-0.00865815671036647,0.0396555541627724,-0.0298754804820172,9.58653318742222e-05,-0.0449659865582118,0.0541576789170601,0.0376348402760773,-0.0809317833512097,0.0292348116619991,0.00334461369563517,0.0545423081232308,0.0475457987147856,-0.00258252985669149,-0.0399599214989901,0.00215298898630191,0.0592011300533883,0.0157703491899928,0.0306970512542255,0.0499029123423646,0.00374706974878279,0.0545946100407224
"2",0.0501868186782372,0,0.0132438559089646,0.0310461971436787,-0.0208241562078003,-0.090921713179851,-0.178309825256332,0.0227920207255515,-0.0222021443017741,-0.0222042759185511,-0.26125593997587,-0.0150299381069893,0.0398088040178914,0.0469630042457642,0.0294965968098475,-0.0644852725246348,0.0401302450555097,0.00793004409034632,0.0259859068356388,-0.289127102835081,0.0304044465772439,-0.0872412597417993,-0.0246250485120748,0.0411802809067286,-0.0211303285233696,-0.0016858402482372,-0.0221798956631691,0.0173387406121359,0.0396260341013506,0.0332745910006476,0.014160722605218,0.0288678892136117,0.0201934876080061,0.0407784696281481,-0.0237790342425265,0.0224901106274511,-0.00161795505690407,0.0292185429971971,0.0334211774106771,-0.0161707229692612,0.0337355113296095,0.0184420920491186,-0.000981877812422463,0.0489465828665233,0.0452540811226171,0.028718051777496,0.0219338556041505,-0.0190795781454857,0.0300603581083874,-0.0405031657648555,-0.0103794511209333,-0.0553735600573129,0.0434432565359223,0.0273434731438084,-0.0913304599822643,0.0186533671805534,-0.00643165756072262,0.0444126296432635,0.037470634597645,-0.0129943509626386,-0.0502819953811695,-0.00821925177277729,0.0488885670786395,0.00548354377561798,0.0203494956097692,0.0395892818369606,-0.00646261788473235,0.0449243036978074
"3",0.0886955206399069,0.0762931711301758,0,0.0693315340501254,0.0162668986745115,-0.0522570164575523,-0.140625202750722,0.060410387834941,0.0159475058611919,0.0159775312020558,-0.223915053189195,0.0230835181295239,0.0777169728797208,0.0854723874293539,0.0674354464760077,-0.0269695238470934,0.0779224994617581,0.0463343054183343,0.0639408316956342,-0.250730437784377,0.0684991756731539,-0.0493269017255882,0.013378859195651,0.0790524144898813,0.017488709339196,0.0364403501760833,0.0153118361712557,0.0551062382048433,0.0773474493659542,0.0715056468353019,0.0523232256849846,0.0663673265430818,0.0586470767060058,0.0785708441431062,0.0146423291052536,0.0602631824061786,0.0359442138896395,0.0676583534008025,0.071823549710393,0.0218152245293603,0.072280135796517,0.056852940769394,0.0372931761918111,0.0874657140548095,0.0833280339643641,0.0672675394206967,0.0596897011777661,0.0187871598970373,0.0679709243672858,-0.0021489328296005,0.0279625624117186,-0.0175136118747241,0.0816741920164147,0.0647288085777653,-0.0532378860750165,0.0568075768973548,0.0317850928443748,0.0824612553679251,0.0751247661968823,0.0252683028154742,-0.0124186633185736,0.0294584900649141,0.0866292187889761,0.0434633896950465,0.0586645944616443,0.0771959809002485,0.0312016158645611,0.0827932469642433
"4",0.0737233783046788,0.0614967548513696,0.0368985121158656,0,0.00205605863116104,-0.067530596302981,-0.155011736469452,0.0452521444782691,0.00103865947122169,0.000704315778227666,-0.238395930568507,0.00826032398884238,0.0632028589474732,0.0704779301111129,0.0529417138752245,-0.0412906287823315,0.0633520703058889,0.0311955280515317,0.0490298288515285,-0.265534544306031,0.0537394975962098,-0.0640382282394856,-0.00137657248578465,0.0640285093127749,0.00214405835972882,0.0219980003458606,0.000938565744653342,0.0404623959571391,0.0627692931992335,0.0563110558401265,0.037655198981069,0.0520838841060604,0.0437424102752162,0.0636792193733468,-0.000182900655769359,0.0455116243812545,0.0212825301611671,0.0524506780839125,0.0567109442842164,0.00644688565156202,0.057775228709765,0.0412921349131838,0.0226019304266704,0.0727078250828974,0.0686318009711955,0.0517726231572181,0.0447081634171493,0.00417676017379952,0.0536655015967013,-0.0168990701138988,0.0128924875076536,-0.0323069781555657,0.066695310337949,0.0505539930448032,-0.0683442364458339,0.0416157641439015,0.0165432081750216,0.0676361444305081,0.060426583402534,0.0102955760662583,-0.026900401971364,0.0149438855496563,0.0718448419360026,0.0290016371681022,0.0438325642360119,0.0625225994862992,0.0163127818840386,0.0679496291791219
"5",0.119124038972742,0.107431230778315,0.0819704881849458,0.0996247482810563,0,-0.0215106000907024,-0.10989542604622,0.0908384024098472,0.0473042803887336,0.0469876228849795,-0.192605208743323,0.0536599474843979,0.108455637540337,0.116354281996366,0.0980930238298408,0.00392085537035616,0.10902073930763,0.0765504555197646,0.0943217629038523,-0.219874641039609,0.0992303709023847,-0.0190117057548931,0.0439701111421106,0.109852914976868,0.0483898582767132,0.0672884749662691,0.0462154572175956,0.0865028013773209,0.108416673442218,0.102231081215335,0.0824644313940457,0.0980646706796008,0.0891743884833176,0.109535003687657,0.0459845188738461,0.0913951835464713,0.0668078626090566,0.097829648146515,0.101660950465922,0.0520004761539878,0.103228526932364,0.0869822075372343,0.0685637073109222,0.118271603779265,0.114045595969526,0.0969781071143739,0.0905301161477519,0.0497404954208521,0.0985447599303349,0.0282319508796248,0.0583518633479426,0.0138387690591521,0.112612307373987,0.0962250247274355,-0.0222106413756914,0.0878644061270677,0.0621661048211027,0.113415842956855,0.106126787474189,0.0557531426919241,0.0186185544260109,0.0603376229754631,0.117983742355575,0.07438723910561,0.0893758914884085,0.107725641236276,0.061869659352588,0.113837477571388
"6",0.188641205237732,0.176487090225775,0.151755090549366,0.168692190450394,0.116601655814141,0,-0.0404996261336443,0.160474726689342,0.116168870391422,0.115688985739004,-0.123067027933721,0.123001263786231,0.177539380758959,0.185529626922284,0.167382886782108,0.0735025612414336,0.178382564602266,0.145778990870302,0.16389991226821,-0.150509522076153,0.168420499881441,0.0501420338466536,0.113108126307535,0.178866960085019,0.117128128099085,0.13720673320371,0.115453305297485,0.155175000970576,0.178252790812311,0.171525752897242,0.152727445146188,0.166558008773531,0.158392623432242,0.178837552022912,0.115149302160625,0.160380290997783,0.136310556649488,0.166694709395397,0.171992887859498,0.121615361848034,0.172854688265407,0.156125530797166,0.137831584107062,0.18773172779661,0.183293802362218,0.166379417477748,0.159464878614873,0.118607098189008,0.16717860647282,0.0977000092235946,0.127735643682689,0.082473257024748,0.182006160936776,0.165034505703834,0.046737113838002,0.158285884874439,0.131773209294917,0.182207177569036,0.175260373718444,0.125277752897666,0.0879796429176911,0.130104110611872,0.1873960540584,0.144540355903498,0.158524888572952,0.176760738007332,0.131293996963292,0.182713077567968
"7",0.286349183508847,0.274807902151812,0.248769473061948,0.267150369225512,0.214669503568894,0.146140334685545,0,0.257914436570643,0.214753025140037,0.214080201316411,-0.025281984105082,0.220339866940931,0.275808512283283,0.283267148321244,0.264880687679554,0.171605505470687,0.276789897040477,0.2439251253283,0.262210186702307,-0.0532321344792474,0.266438939124116,0.147970157348236,0.211416289427261,0.276703093686572,0.21577328022553,0.234575895905586,0.213506121593461,0.252696691127494,0.275702271003227,0.269229858221397,0.25038263969706,0.264532154951284,0.256942898701554,0.276644839996981,0.213229006500827,0.25796240703455,0.234740367717029,0.264737996229134,0.270343604429285,0.22028202471962,0.271170555012983,0.25392867464553,0.235889985861734,0.285124855396785,0.281144816747379,0.264316105174714,0.257857399944495,0.217007069108933,0.265153288820694,0.196169895482081,0.226073878216731,0.180274677448001,0.280012132562138,0.26313411719584,0.145226054630716,0.255791849553321,0.230139109581808,0.27982198777389,0.273017928031672,0.22283729653314,0.186756724931613,0.227681112879045,0.285486529007262,0.241789612709755,0.255831056551622,0.273989373656701,0.228362754501247,0.280610267031908
"8",0.0958148220161848,0.0841547646533371,0.0592409513939136,0.0761869572632602,0.023972475197738,-0.0448210823235,-0.132941937075618,0,0.0236390090054511,0.0232735498396628,-0.216910091099337,0.0303912276353088,0.0851652768991622,0.0924747066742834,0.0752966493233301,-0.019503793660046,0.0856931566939765,0.0533696078900016,0.071223617205937,-0.243391738933894,0.0761973693123756,-0.0416086122367739,0.0207492405344606,0.0863664715829759,0.0246859736142537,0.0436725149724327,0.0228924149807433,0.063018010823526,0.0845077032892607,0.0791600801741968,0.0594358138756925,0.0741449696887798,0.0657742883375426,0.0859199140681856,0.0218419420472761,0.0675828296902997,0.0437128569498735,0.0750666307453538,0.0790149975287934,0.0290362508745044,0.0799722550468711,0.0634877249914926,0.0445244765520147,0.095214701683774,0.0906658249415521,0.0738681759033366,0.0669999979363453,0.0265724829494005,0.0754831148060916,0.00545872223551959,0.0347586797834348,-0.00980737012744187,0.08891953204168,0.0722419018288711,-0.0457231659160584,0.0642627665266216,0.0390142517225378,0.0897990170434889,0.0827321158124325,0.0326697911121839,-0.00520858205830067,0.0370843933226508,0.0943289350945539,0.0508182127872693,0.0659137464166677,0.0843332351757345,0.0381319200186629,0.0904275611696531
"9",0.11920748281137,0.10699824027242,0.0820458229757101,0.0992798183530311,0.0474898866144726,-0.0219157546561451,-0.109943285067881,0.0907602211108717,0,0.046884642619583,-0.193425200754859,0.05324753496885,0.107890076477137,0.115994361815178,0.0977741381327748,0.00384224397059008,0.108839446940663,0.0764768854041119,0.0942468782803387,-0.220360883421553,0.0992643948386233,-0.0189020129871996,0.0439163011695726,0.109268000088596,0.048113671689646,0.0669190418772633,0.045946049809106,0.0854572679690642,0.108610512947383,0.101454394858398,0.0824215320980581,0.0973557149513891,0.0889974718505983,0.109130381100827,0.0455897143291222,0.0909276265065409,0.0668388716301225,0.0971500834178822,0.10173843005286,0.0520424341296191,0.102834556140408,0.0867939826638168,0.0683704093671278,0.118001564279474,0.113765138908224,0.0969693616285618,0.090003603424587,0.0495726287916608,0.098300906762891,0.0280145621476968,0.0579832567718078,0.0129600308218173,0.112293221629202,0.0959465499810332,-0.023017986474182,0.0872613421626819,0.0618063618554204,0.112823980323998,0.105310618666508,0.0556182978386841,0.0183200118849509,0.0603680285620333,0.117697091021304,0.0740741764392318,0.0891001923622896,0.107602555482497,0.0613823674208207,0.113099552101363
"10",0.118840715624121,0.106936623918946,0.0820632302767812,0.0990929824870691,0.0470958735524199,-0.0218251490089991,-0.109991609377969,0.0903640638871777,0.0468505338603372,0,-0.192920269988218,0.0533351500052322,0.108113251683409,0.115767065569243,0.0975057331443787,0.0039400711006454,0.108573087155855,0.0765443488668242,0.0943163694135657,-0.220078029386621,0.0992982651559986,-0.0189458610237725,0.0436453417488024,0.109455870569346,0.0476832661103843,0.0667694267841406,0.0462134984041927,0.0855179042062913,0.10786577304473,0.10137745014863,0.0824239446774918,0.0970262713975544,0.0889142526800219,0.109332155315274,0.0453795716871353,0.0911627476916615,0.0665176689060088,0.0975410917421893,0.101415877513219,0.0521842897539304,0.102726339078183,0.0865053147366846,0.0682827412088416,0.117662503690233,0.113710150954957,0.0967448486166754,0.0903182640316253,0.0492320084238059,0.0979421451787255,0.0280114069089167,0.0579033110723336,0.0131327163771294,0.112270511168778,0.095670343731148,-0.0227667389001949,0.0873829635844379,0.0617808414632783,0.112749457561383,0.105234095339132,0.055437028897489,0.0179992135256989,0.0598764988001057,0.117499487973105,0.0739677545935565,0.0889968659775977,0.107201689623855,0.0618387577187467,0.113283543003957
