"id","genotype","sex","exp_type","shock_color","shock_arm","treatment","replicates","ZT0","ZT","starting_arm","starting_color","frac_time_on_shocked","frac_time_on_shockArm","frac_time_on_neutral_left","frac_time_on_neutral_right","left_handedness","first_half_left_handedness","second_half_left_handedness","activity","first_half_activity","second_half_activity","activity_shock","activity_noShock","activity_shock_color","first_half_activity_shock_color","second_half_activity_shock_color","activity_noShock_color","first_half_activity_noShock_color","second_half_activity_noShock_color","total_choices","correct_choices","incorrect_choices","first_half_total_choices","first_half_correct_choices","first_half_incorrect_choices","analysis_time","bias_frac_time_on_shocked","bias_left_handedness","bias_activity","bias_activity_shock","bias_activity_noShock","bias_activity_shock_color","bias_activity_noShock_color","bias_total_choices","bias_correct_choices","bias_incorrect_choices","bias_analysis_time","post_frac_time_on_shocked","post_left_handedness","post_first_half_left_handedness","post_second_half_left_handedness","post_activity","post_activity_shock","post_activity_noShock","post_activity_shock_color","post_activity_noShock_color","post_total_choices","post_correct_choices","post_incorrect_choices","post_first_half_total_choices","post_first_half_correct_choices","post_first_half_incorrect_choices","post_analysis_time","group","group_sex","folder","experiment_date","second_half_total_choices","second_half_correct_choices","second_half_incorrect_choices","post_second_half_total_choices","post_second_half_correct_choices","post_second_half_incorrect_choices","handedness_change","post_handedness_change","experiment_by","head_scanned","abs_dev","abs_dev_sex","ls"
44,"dgrp584","male","operant_place","green","M","shock",2,"16:00:00","18:19:12","L","B",0.345697329376855,0.345697329376855,0.239614243323442,0.242210682492582,0.5,0.382716049382716,0.650793650793651,2.59669068467431,2.89799699298574,2.32260893138645,2.19151922084619,2.63703894731483,1.78224004143768,1.82583167547813,1.3503058077142,1.73930314423881,2.34435305558835,1.22596254087271,123,78,45,59,36,23,1200,0.663212435233161,0.111111111111111,1.5640470481977,NA,1.5640470481977,1.24406404244546,1.93667678196291,7,4,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp584_shock","dgrp584_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp584_shock/male",20230224,64,42,22,NA,NA,NA,0.268077601410935,NA,"riddha",FALSE,0.0666747805390702,0.0586014774975272,0.667956960600671
45,"dgrp584","male","operant_place","green","R","shock",2,"16:00:00","18:19:12","L","B",0.358555885262117,0.358555885262117,0.264094955489614,0.216864490603363,0.578947368421052,0.851851851851852,0.333333333333334,1.18356538370589,1.11094077201499,1.26502046444348,0.973722722669518,1.29655515510792,0.885400859564444,0.880825814825536,0.909563718052237,1.16926149892209,1.17433655403816,1.20521461158043,51,36,15,21,15,6,1200,0.489196197061366,1,1.17762297904117,NA,1.17762297904117,0.946456071601145,1.1589099222975,9,6,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp584_shock","dgrp584_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp584_shock/male",20230224,30,21,9,NA,NA,NA,0.518518518518518,NA,"riddha",FALSE,0.0795333364243324,0.0714600333827893,-1.06390374307257
46,"dgrp584","male","operant_place","green","L","shock",2,"16:00:00","18:19:12","L","G",0.198689416419387,0.198689416419387,0.553288822947577,0.142185954500495,-0.142857142857143,-0.166666666666667,0,0.641531371627504,0.803728575104727,0.468110687200557,0.820713614085898,0.563475005856616,0.783205746682898,0.783205746682898,NA,0.514081956263209,0.58148025035529,0.439726995898444,18,10,8,13,7,6,1200,0.545768566493955,-1,0.810193481429714,NA,0.810193481429714,0.714643456328804,0.928738428400078,6,4,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp584_shock","dgrp584_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp584_shock/male",20230224,5,3,2,NA,NA,NA,0.166666666666667,NA,"riddha",FALSE,0.0803331324183976,0.0884064354599406,-5.91166236218997
47,"dgrp584","male","operant_place","green","M","shock",2,"16:00:00","18:19:12","M","G",0.276458951533135,0.276458951533135,0.279673590504451,0.282888229475767,0.319148936170213,0.436619718309859,-0.0434782608695652,1.90659873385354,2.56122875544708,1.27326391336655,1.71962288738593,1.79632819398028,1.32195325511501,1.37211455401553,0.584920410427389,1.33455560160066,1.69625115528816,1.01823780803289,88,57,31,54,33,21,1200,0.28213977566868,0.571428571428572,3.31440703967152,NA,3.31440703967152,2.410720696219,2.54639184024389,30,20,10,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp584_shock","dgrp584_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp584_shock/male",20230224,34,24,10,NA,NA,NA,0.480097979179424,NA,"riddha",FALSE,0.00256359730464889,0.0106369003461919,-1.67308190739622
48,"dgrp584","male","operant_place","green","R","shock",2,"16:00:00","18:19:12","R","G",0.29933234421365,0.29933234421365,0.251978239366963,0.27917903066271,0.46551724137931,0.413793103448276,0.517241379310345,2.05687315571041,2.05300308571092,2.06711425834915,1.69516214687443,2.11010661286399,1.30376864183799,1.38634670012872,0.756125931348402,1.44673174744297,1.72680085509365,1.15522646263247,101,70,31,40,27,13,1200,0.240724762726488,0.5,0.974641331396482,NA,0.974641331396482,0.700124360377489,0.895160877132631,5,3,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp584_shock","dgrp584_shock_male","/Users/riddha/Documents/Current_Work/operant_place/20230224/csv/dgrp584_shock/male",20230224,61,43,18,NA,NA,NA,0.103448275862069,NA,"riddha",FALSE,0.0203097953758655,0.0122364923343224,0.333632723546939
17,"dgrp26","female","operant_place","green","M","noShock",1,"11:00:00","13:50:47","M","G",0.213049925852694,0.213049925852694,0.148418190805734,0.524468610973801,-0.5625,-0.5,-0.625,1.37852707313999,1.38968573622458,1.38007226454467,NA,1.37852707313999,1.27023293097968,1.27023293097968,NA,1.0490401071851,1.00294585203857,1.11182361418931,55,37,18,23,14,9,1200,0.298109965635739,-0.529411764705882,1.93913256846336,NA,1.93913256846336,1.69133919800544,1.54469918271181,18,11,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,32,23,9,NA,NA,NA,0.125,NA,"riddha",FALSE,0.0752442842624504,0.0671675453655341,-0.281941852282443
18,"dgrp26","female","operant_place","green","R","noShock",1,"11:00:00","13:50:47","M","B",0.214409293129016,0.214409293129016,0.478373702422145,0.215892239248641,-0.694915254237288,-0.6,-0.785714285714286,1.2332645758718,1.24489023681145,1.22932951558733,NA,1.2332645758718,1.1959057679255,1.1959057679255,NA,0.906201915873381,0.864520983082113,0.957651137088031,52,37,15,24,18,6,1200,0.249569707401033,-0.818181818181818,1.42295339167771,NA,1.42295339167771,1.13357418896251,1.43020779477313,12,9,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,28,19,9,NA,NA,NA,0.185714285714286,NA,"riddha",FALSE,0.0738849169861281,0.0658081780892118,1.76696017870142
19,"dgrp26","female","operant_place","green","L","noShock",1,"11:00:00","13:50:47","R","B",0.474048442906574,0.474048442906574,0.126668314384577,0.260009886307464,0.178571428571428,0.384615384615385,0,1.31113738176458,1.29630037355499,1.31686839343436,NA,1.31113738176458,0.858249014166208,0.928880161424641,0.788588273670198,1.26556184260389,1.24282487913179,1.33617379082129,49,28,21,18,12,6,1200,0.308684436801376,0.333333333333333,1.16583250858234,NA,1.16583250858234,1.20416761124199,1.11952632063892,7,4,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,31,16,15,NA,NA,NA,0.384615384615385,NA,"riddha",FALSE,0.18575423279143,0.193830971688346,2.30514346667372
20,"dgrp26","female","operant_place","green","M","noShock",1,"11:00:00","13:50:47","L","B",0.147182402372714,0.147182402372714,0.171033119130005,0.324888779041028,-0.136363636363636,-0.130434782608696,-0.142857142857143,0.919999462687082,0.972279246295915,0.873837899086226,NA,0.919999462687082,1.12808750277421,1.0461748914612,1.28329704492707,1.00171188483728,0.863655230638572,1.22116137681518,38,29,9,18,14,4,1200,0.316423043852107,-0.2,1.49697246568535,NA,1.49697246568535,1.31497871837596,1.24774824639548,11,7,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,20,15,5,NA,NA,NA,0.0124223602484472,NA,"riddha",FALSE,0.141111807742431,0.133035068845514,1.92098522721857
21,"dgrp26","female","operant_place","green","R","noShock",1,"11:00:00","13:50:47","M","B",0.238260009886307,0.238260009886307,0.300049431537321,0.328472565496787,0.0612244897959183,0.130434782608696,0,1.12807899066321,1.10943749998988,1.15687348391364,NA,1.12807899066321,1.13758401458795,1.12749835789578,2.12433757030102,0.832315056076077,0.861769598055568,0.775536149753881,42,25,17,17,10,7,1200,0.150472914875322,0.428571428571428,1.11742988120962,NA,1.11742988120962,1.26188640853113,0.815414890304375,9,7,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,25,15,10,NA,NA,NA,0.130434782608696,NA,"riddha",FALSE,0.0500342002288369,0.0419574613319207,-1.44682226777275
22,"dgrp26","female","operant_place","green","L","noShock",1,"11:00:00","13:50:47","M","B",0.316856154226396,0.316856154226396,0.346267918932279,0.164112703905091,-0.476190476190476,-0.414634146341464,-0.534883720930233,1.65062033957939,1.61270845924047,1.6866152090814,NA,1.65062033957939,1.45222503056441,1.45052577851592,1.43774613362942,1.24011858177553,1.30542702484289,1.19706909871536,74,45,29,30,17,13,1200,0.333333333333333,-0.176470588235294,2.1536189037179,NA,2.1536189037179,1.73722945526993,2.15324466361278,18,11,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,44,28,16,NA,NA,NA,0.120249574588769,NA,"riddha",FALSE,0.0285619441112521,0.0366386830081683,-2.22003604492797
23,"dgrp26","female","operant_place","green","M","noShock",1,"11:00:00","13:50:47","M","G",0.132352941176471,0.132352941176471,0.140509144834404,0.608996539792388,-0.0933333333333334,-0.0555555555555556,-0.128205128205128,1.61050389923438,1.49902658614928,1.73161847927392,NA,1.61050389923438,1.60983363353055,1.60983363353055,NA,1.19613183977705,0.99237628496385,1.34535968787157,69,51,18,27,20,7,1200,0.110824742268041,0.0666666666666667,1.83493447517065,NA,1.83493447517065,1.2485177871237,1.87269119961916,16,13,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,42,31,11,NA,NA,NA,0.0726495726495726,NA,"riddha",FALSE,0.155941268938674,0.147864530041758,-0.242621682976521
24,"dgrp26","female","operant_place","green","R","noShock",1,"11:00:00","13:50:47","M","B",0.0720464656450816,0.0720464656450816,0.507414730598122,0.277681660899654,-0.0769230769230771,-0.428571428571428,0.333333333333333,1.12442454017103,1.21934984695189,1.04277776516328,NA,1.12442454017103,1.17466434284556,1.17466434284556,NA,0.816998557702845,0.896806577203708,0.805888597911352,52,39,13,25,19,6,1200,0.165090283748925,-0.636363636363636,1.61852837819234,NA,1.61852837819234,1.98103453603379,0.958523547428401,12,7,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,27,20,7,NA,NA,NA,0.761904761904762,NA,"riddha",FALSE,0.216247744470063,0.208171005573147,1.60874076217994
49,"dgrp26","female","operant_place","green","L","noShock",2,"11:00:00","13:50:47","R","B",0.469352446861097,0.469352446861097,0.198096885813149,0.113816114681167,-0.357142857142857,-0.407407407407407,-0.310344827586207,1.13832576532481,1.10819622227857,1.16600045376846,NA,1.13832576532481,0.714839774999832,0.721257649064549,0.711393992703498,1.46009683606714,1.45232140511459,1.4389846777631,47,32,15,19,13,6,1200,0.147893379191745,0.0666666666666667,1.8513044196137,NA,1.8513044196137,1.49633605874593,1.49653009624548,16,13,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,28,19,9,NA,NA,NA,0.0970625798212004,NA,"riddha",FALSE,0.181058236745953,0.189134975642869,-1.1017723303733
50,"dgrp26","female","operant_place","green","M","noShock",2,"11:00:00","13:50:47","L","B",0.295600593178448,0.295600593178448,0.131364310430054,0.473554127533366,0.0322580645161291,0.384615384615385,-0.222222222222222,0.791883621486903,0.763046017576052,0.824687337346042,NA,0.791883621486903,0.708658120160721,0.702804789577583,0.755622304076884,0.682221879088074,0.710163335434747,0.654216912910234,27,17,10,9,5,4,1200,0.196904557179708,0,0.810363475094611,NA,0.810363475094611,0.681303628644265,0.648477905806695,5,4,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,18,12,6,NA,NA,NA,0.606837606837607,NA,"riddha",FALSE,0.00730638306330345,0.0153831219602197,-0.340954316419338
51,"dgrp26","female","operant_place","green","R","noShock",2,"11:00:00","13:50:47","L","B",0.172639644092931,0.172639644092931,0.298072170044488,0.354547701433515,-0.0909090909090909,-0.0967741935483871,-0.0857142857142857,1.23084044652329,1.17332183335675,1.28931868249827,NA,1.23084044652329,1.04321196729598,1.04321196729598,NA,0.943693542986232,0.907201652395912,1.00155292820833,55,40,15,23,19,4,1200,0.242032730404823,-0.333333333333333,1.09400524192526,NA,1.09400524192526,0.885145350222278,0.850603486925559,10,7,3,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,32,21,11,NA,NA,NA,0.0110599078341014,NA,"riddha",FALSE,0.115654566022213,0.107577827125297,1.42152956948343
52,"dgrp26","female","operant_place","green","L","noShock",2,"11:00:00","13:50:47","R","B",0.327731092436975,0.327731092436975,0.412506178942165,0.0798319327731092,0.133333333333333,0.208333333333333,0.024390243902439,1.60022113374977,1.68858811698733,1.50834798852288,NA,1.60022113374977,1.30735269796233,1.33007102326479,1.17392109211061,1.20751631772723,1.23855119224526,1.18247688845353,79,45,34,38,22,16,1200,0.243336199484093,-0.25,1.82161795282164,NA,1.82161795282164,1.4418830590679,1.44345267666134,18,12,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,41,23,18,NA,NA,NA,0.183943089430894,NA,"riddha",FALSE,0.0394368823218304,0.0475136212187466,1.53304216600821
53,"dgrp26","female","operant_place","green","M","noShock",2,"11:00:00","13:50:47","L","B",0.220958971824024,0.220958971824024,0.136060306475531,0.505313890261987,-0.08,0.0666666666666667,-0.142857142857143,1.15910840147704,0.919333200544188,1.40076096655819,NA,1.15910840147704,1.12537762116522,1.12537762116522,NA,0.915097591513884,0.771302328908987,1.06684575668821,43,27,16,9,6,3,1200,0.172265288544358,-0.5,0.933216619305855,NA,0.933216619305855,0.831888904802668,0.697285004681432,5,4,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,34,21,13,NA,NA,NA,0.20952380952381,NA,"riddha",FALSE,0.0673352382911207,0.0592584993942044,0.856792799678802
54,"dgrp26","female","operant_place","green","R","noShock",2,"11:00:00","13:50:47","R","G",0.29572417202175,0.29572417202175,0.3353929807217,0.276693030153238,0.0196078431372549,-0.04,0.0769230769230771,1.19258195205522,1.14668033065691,1.22986685264433,NA,1.19258195205522,0.961555306248196,0.961555306248196,NA,0.88465191210764,0.833998536802248,0.944338680057157,50,33,17,21,14,7,1200,0.178540772532189,-0.2,1.14495202344391,NA,1.14495202344391,0.836107854706893,0.832207474635695,14,10,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,29,19,10,NA,NA,NA,0.116923076923077,NA,"riddha",FALSE,0.0074299619066055,0.0155067008035217,0.535128974780567
55,"dgrp26","female","operant_place","green","L","noShock",2,"11:00:00","13:50:47","R","B",0.538680177953534,0.538680177953534,0.226890756302521,0.153114186851211,-0.323529411764706,-0.25,-0.428571428571428,1.43743138946384,1.63889047122202,1.23528130233357,NA,1.43743138946384,0.814959153177449,0.824017621616923,0.81240709108721,1.20821301423931,1.25701425177301,1.00521878099348,65,42,23,33,22,11,1200,0.357388316151203,-0.363636363636364,2.60759246257641,NA,2.60759246257641,1.68552030461096,2.16675495823158,24,15,9,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,32,20,12,NA,NA,NA,0.178571428571428,NA,"riddha",FALSE,0.25038596783839,0.258462706735306,1.20187635971893
56,"dgrp26","female","operant_place","green","M","noShock",2,"11:00:00","13:50:47","L","B",0.37926347009392,0.37926347009392,0.181537320810677,0.336752347998023,-0.15702479338843,-0.192982456140351,-0.125,2.19127774194416,2.08800970766071,2.29244780207851,NA,2.19127774194416,1.19511718326424,1.2065782704813,1.07043160632571,1.43949015599728,1.44174044812976,1.46904734167443,108,67,41,43,26,17,1200,0.391752577319588,0.0666666666666667,1.91137541089172,NA,1.91137541089172,1.11894273431933,1.50055439944674,17,10,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_female","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/female",20230225,65,41,24,NA,NA,NA,0.0679824561403508,NA,"riddha",FALSE,0.0909692599787755,0.0990459988756918,-1.74557381315963
25,"dgrp26","male","operant_place","green","L","noShock",1,"11:00:00","13:50:47","R","B",0.132105783489867,0.132105783489867,0.26890756302521,0.423010380622837,0.375,0.333333333333334,0.428571428571428,1.30913713363374,1.42615673810843,1.16956047988745,NA,1.30913713363374,1.70706495865769,1.70706495865769,NA,0.959994449427856,1.05090565529004,0.84923163746572,57,40,17,27,19,8,1200,0.283748925193465,0.294117647058824,2.10772122555715,NA,2.10772122555715,1.86274848039493,1.41233859056293,18,11,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,30,21,9,NA,NA,NA,0.095238095238095,NA,"riddha",FALSE,0.156188426625278,0.164265165522194,0.793803875764735
26,"dgrp26","male","operant_place","green","M","noShock",1,"11:00:00","13:50:47","R","B",0.245798319327731,0.245798319327731,0.000123578843302027,0,-1,-1,NA,0.0752023879493383,0.0757886500785187,0.0817593763124485,NA,0.0752023879493383,0.012290172164029,0.0108170077934316,0.0115363553280092,NA,NA,NA,2,1,1,NA,NA,NA,1200,0.0103181427343078,1,0.113055442526191,NA,0.113055442526191,NA,NA,2,1,1,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,NA,NA,NA,NA,NA,NA,NA,NA,"riddha",FALSE,0.0424958907874133,0.0505726296843295,NA
27,"dgrp26","male","operant_place","green","R","noShock",1,"11:00:00","13:50:47","R","G",0.317350469599605,0.317350469599605,0.302397429560059,0.264087988136431,0.0746268656716418,0.117647058823529,0.0303030303030303,1.48919707916091,1.54126289887207,1.43701765783805,NA,1.48919707916091,0.808826601613661,0.794529593086719,0.92034698853672,1.34926709988407,1.46557659233318,1.25306303287986,58,50,8,25,21,4,1200,0.184866723989682,0.285714285714286,1.87021368705603,NA,1.87021368705603,1.11415214601521,1.79809236762151,15,13,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,33,29,4,NA,NA,NA,0.0873440285204991,NA,"riddha",FALSE,0.0290562594844602,0.0209795205875439,2.0414938952616
28,"dgrp26","male","operant_place","green","L","noShock",1,"11:00:00","13:50:47","M","B",0.312160158180919,0.312160158180919,0.189569945625309,0.362580326248146,-0.371428571428571,-0.352941176470588,-0.388888888888889,1.42450883126388,1.37289549354998,1.47364841622115,NA,1.42450883126388,1.28579010297371,1.30245582193063,1.10729862085941,1.01673897330084,1.02235743222089,1.00318498625781,60,35,25,26,15,11,1200,0.319002579535684,0,1.77596026243695,NA,1.77596026243695,1.58105572986483,1.45713198198476,15,9,6,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,34,20,14,NA,NA,NA,0.0359477124183007,NA,"riddha",FALSE,0.023865948065775,0.0157892091688588,1.02464308320374
29,"dgrp26","male","operant_place","green","M","noShock",1,"11:00:00","13:50:47","L","B",0.21218487394958,0.21218487394958,0.402619871478003,0.304374691052892,-0.322033898305085,-0.448275862068966,-0.2,1.28182470041712,1.27968560433194,1.27447456306329,NA,1.28182470041712,1.22947969101361,1.22947969101361,NA,0.979342283500582,1.01307499267677,0.967988366682003,50,36,14,23,17,6,1200,0.29664660361135,-0.6,1.92461379973169,NA,1.92461379973169,1.43713968092292,1.55287020933981,16,11,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,27,19,8,NA,NA,NA,0.248275862068966,NA,"riddha",FALSE,0.0761093361655646,0.0841860750624808,2.06413157393689
30,"dgrp26","male","operant_place","green","R","noShock",1,"11:00:00","13:50:47","L","B",0.289421651013346,0.289421651013346,0.120983687592684,0.454028670291646,0.619047619047619,0.755102040816326,0.428571428571428,1.60098425708526,1.73203037639079,1.45362815950591,NA,1.60098425708526,1.35165580242025,1.36928833285868,1.42992783537471,0.986939110883336,1.01544050613979,0.925696188355832,78,54,24,34,24,10,1200,0.462673611111111,0.333333333333333,1.40777775297356,NA,1.40777775297356,1.19651934225131,1.02908252892168,11,7,4,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,44,30,14,NA,NA,NA,0.326530612244898,NA,"riddha",FALSE,0.0011274408982021,0.00694929799871413,2.31542004027995
31,"dgrp26","male","operant_place","green","L","noShock",1,"11:00:00","13:50:47","L","G",0.378769154720712,0.378769154720712,0.284231339594661,0.258774097874444,0.163636363636364,0.309090909090909,0.0181818181818182,2.1313854893825,2.13424751751293,2.1487779526753,NA,2.1313854893825,1.42829580193147,1.429017334666,1.38081146740033,1.36024803893178,1.34955913495295,1.41045048023323,99,57,42,43,25,18,1200,0.240756663800516,0.571428571428572,2.03270544887824,NA,2.03270544887824,1.77972955669442,1.38659018928804,16,11,5,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,56,32,24,NA,NA,NA,0.290909090909091,NA,"riddha",FALSE,0.0904749446055674,0.0823982057086512,0.848845439877372
32,"dgrp26","male","operant_place","green","M","noShock",1,"11:00:00","13:50:47","X",NA,0.249134948096886,0.249134948096886,0.302026693030153,0.286950074147306,-0.138461538461539,-0.333333333333333,0.0793650793650795,2.40669184638684,2.4396396672715,2.3711846907261,NA,2.40669184638684,1.63356144909679,1.68218825352503,1.17969392776095,1.88488442461318,2.15252864812714,1.67386615677299,113,78,35,47,30,17,1200,0.298366294067068,-0.75,2.00990907080388,NA,2.00990907080388,1.64000495634493,1.97929693443941,18,11,7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,66,48,18,NA,NA,NA,0.412698412698413,NA,"riddha",FALSE,0.0391592620182586,0.0472360009151748,-2.96675235272453
57,"dgrp26","male","operant_place","green","R","noShock",2,"11:00:00","13:50:47","R","G",0.117894216510133,0.117894216510133,0.186480474542758,0.498517053880376,-0.194444444444444,-0.421052631578947,0.0588235294117648,1.34734839970801,1.40307280593563,1.30075111058752,NA,1.34734839970801,1.62495678947572,1.62495678947572,NA,0.982583442420772,1.00454975493041,0.957425051627502,63,49,14,29,23,6,1200,0.024914089347079,0,1.4668100530403,NA,1.4668100530403,1.46275224853687,1.20484491776943,11,9,2,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dgrp26_noShock","dgrp26_noShock_male","/Users/riddha/Documents/Current_Work/operant_place/20230225/csv/dgrp26_noShock/male",20230225,34,26,8,NA,NA,NA,0.479876160990712,NA,"riddha",FALSE,0.170399993605011,0.178476732501927,1.98843323759551
