,dgrp,1315,1312,1311,1314,1313,1327,1317,1316,1319,1322,1321,1323,1324,1320,1326,1325,1328,1329,1318,1331,1332,1334,1333,1335,1336,1338,1340,1337,1339,1341,2619,2621,2620,2618,1234,1243,1244,1245,1246,1247,1248,2628,2626,2624,2622,2630,2633,2631,2634,2632,2629,2627,2625,2623,1249,1250,1252,1235,1253,1254,1255,1256,1257,1258,1259,1260,1261,1262,1236,1263,1264,1265,1251,1266,1267,1268,1237,1238,1239,1240,1241,1242,1269,1270,1271,1272,1273,1274,1275,1276,1277,1278,1279,1280,1281,1282,1283,1284,1285,1286,1287,1288,1289,1290,1291,1292,1293,1294,1295,1296,1297,1298,1299,1300,1301,1302,1303,1304,1305,1306,1307,1308,1309,1343,1342,1349,1406,1407,1350,1352,1408,1353,1354,1355,1356,1358,1361,1409,1410,1363,1365,1366,1369,1370,1411,1373,1374,1375,1382,1412,1385,1413,1386,1414,1389,1390,1392,1394,1396,1397,1398,1400,1401,1402,1403,1405,2637,2645,2644,2650,2651,2647,2646,2649,2648,2652,2653,2657,2656,2654,2655,1488,1495,1486,1493,1496,1489,1492,1485,1487,1494,1483,1491,1490,1484,1544,1543,1542,1541,1549,1550,1547,1584,1581,1587,1585,1582,1588,2797,2798,2799,1589,1591,1592,1590,1593,1594,1641,1639,1640,1637,1643,1635,1636,1644,1680,1681,1682,1683,1684,1685,1686,1687,1688,1703,1704,1705,1706,1707,1698,1699,1700,1701,1702,1695,1696,1697,1692,1693,1694,1689,1690,1691,2811,2833,2834,2835,2836,2837,2838,2839,2840,2825,2826,2827,2828,2829,2830,2831,2832,2821,2820,2819,2824,2823,2822,2818,2815,2816,2814,2817,1719,1718,1720,1721,2841,2843,2846,1722,2845,1726,1724,1727,1728,1725,1734,1733,1732,1729,1731,1730,1736,1737,1738,2481,2482,2483,2858,2859,2860,2847,2852,2870,2871,2872,2874,2875,2876,2534,2535,2536,2457,2458,2459,2460,2461,2462,2463,2464,2465,2466,2451,2452,2475,2476,2470,2471,2472,2473,2306,2307,2308,2309,2310,2311,2312,2313,2314,2315,2316,2317,2318,2319,2320,2321,2322,2323,2324,2245,2246,2247,2504,2505,2325,2326,2327,2328,2329,2330,Unnamed: 0.1,Unnamed: 0,entropy0,entropy1,entropy2,DGRP,Sex,Abs_volume(mm3),Thorax_length,Mean_Ferret_diam(mm),Max_Ferret_diam(mm),H-Ratio,Batch,Replicate
0,DGRP_026,42.06,1.47,,2.82,2.81,2.61,2.03,2.62,2.51,1.47,4.21,3.24,2.26,3.23,3.14,4.24,4.13,4.21,2.41,84.69,226.19,0.6,3.18,134.79,4.48,3.228814,3.287037,0.05925463,0.20895878,0.17992485,,,,,17.0,5.0,0.0,150.0,3.0,0.0,0.0,24.85358324,12.21484135,,320.5851582,0.691991786,0.067761807,0.034907598,0.022587269,0.18275154,1.448184978,0.365022168,,25.61011506,3.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,2.0,0.0,0.0,0.0,67.0,71.7,0.02848873325,0.00401856025,0.00210593025,0.0350838415,0.00350312875,0.000861083,0.0199699975,0.3860185665,0.00250303375,0.01580717625,0.159576663,0.00144479925,0.003087547,0.01632979425,0.002328429,0.00390702425,0.00924500325,0.04892580725,0.00462911925,0.0135495945,0.03189910475,0.0008484415,0.02813640675,0.001919854,0.0043043535,0.00023703025,2.5673e-05,0.00317244525,0.08123296125,0.00075318125,0.00099448775,0.01426770575,0.00140298775,0.005146402,0.00144736475,0.04795421225,0.000399375,0.00360589575,0.0033472375,0.00639660225,0.000630789,,87.6,75.9083333333333,236.791666666667,299.316666666667,99.575,75.2333333333333,112.141666666667,85.65,32.0430987644167,29.2853113434167,37.462511959,36.18624385775,31.7706573778333,33.2521766975833,31.3072775,79.7593062,23.0052083,28.0806985,30.7770465,1.53364948,40.0666825,10.90625,87.6155232,79.3407376,567.96875,19.8901998,16.5390416,487.864583,7.59,10.33,16.1,16.72,17.515,29.7,34.105,2.273,2.002,1.772,0.145,0.141,0.497,17.5154639175258,34.8936170212766,29.7,11.542816901,11.806612903,0.3089332569,0.2859403532,0.1245885055,0.1185201575,,,,,,,,23.4116,0.07223185,0.1046145,0.03984919,0.03584142,0.03186359,0.03981925,0.04219862,0.0374794,0.04691784,0.809990097,1.083584564,2.615634382,-0.693999772,-1.627981026,0.093969836,-1.330041271,-1.562633051,0.046795508,-0.293206631,708.469886,664.215384,752.724388,0.09409503,0.0944857,0.09370436,0.09026248,0.10193826,0.07858671,0.0,0.278027416666667,1.10925870833333,1.53377833333333,1.48802870833333,0.951610625,0.247146875,0.146721083333333,0.0648249166666667,0.098130625,0.174904083333333,0.182724916666667,0.0202553333333333,0.18597475,0.059172625,0.208415083333333,0.0196012916666667,0.800612541666667,1.52840075,0.949969166666667,0.325018916666667,0.298480458333333,2.051244625,0.11825548,0.4348268,0.6834332,0.7984416,0.8807136,,4.465,10.144,22.276,9.346595656,12.00622711,519.137931,Poor,673.6,,,,,,,,,,,,16.2752833,24.5,0.12988082,3.005894888,1.98266505,2.055208317,66.4166666666667,32.2537313432836,24.5230769230769,,,,,,,,,0.159,0.075,0.777915822,,,,,,,,,,,,,33.6074561405263,680.105263157895,394.0,830.8,39.637458514824,NC,7.858843537,n,y,INV/ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,,,,,,,,,,,,99,99,1.7540239426645037,1.7482523043240268,1.4286609852514398,26,male,0.01661247,,0.39188318,0.55437691,0.02996602077,,1
1,DGRP_031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003671955,0.003530244,0.00053552,0.011553805,0.0015570606667,0.0008890126667,0.0170052516667,0.2911019573333,0.0034867053333,0.029686479,0.1293777383333,0.000646008,0.0020045636667,0.0097095116667,0.0061782506667,0.006536518,0.0103497076667,0.0260511073333,0.0092539296667,0.042839722,0.1639532186667,0.0037970756667,0.0441384346667,0.0015767576667,0.0011451976667,0.0006948993333,0.0005045006667,0.0035263643333,0.0791082236667,0.0019128906667,0.0041755623333,0.018974416,0.0015162013333,0.0020157776667,0.0013744736667,0.0523829956667,0.000305036,0.0039735606667,0.0008575163333,0.006978532,0.000750637,1.15572916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,1.831,,0.175,0.232,,,72.0,29.7179487179487,5.6534545455,9.111025641,0.175203183,0.1427813325,1.2834777035,0.0489051205,,,,,,,,23.8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.222,6.032,,,8.092222222,9.349159664,1168.846154,Poor,929.3076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,0.141,0.837059169,,,,,,,,,,,,,36.8697916685,765.875,312.375,981.375,25.2883307900286,NC,10.03933333,n,y,INV/ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,,,,,,,,,,,,43,44,1.560371423164009,1.5594313494763532,1.6395540037929457,31,male,0.01965287,0.65,0.88338043,1.01138538,0.01943163347,,1
2,DGRP_031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003671955,0.003530244,0.00053552,0.011553805,0.0015570606667,0.0008890126667,0.0170052516667,0.2911019573333,0.0034867053333,0.029686479,0.1293777383333,0.000646008,0.0020045636667,0.0097095116667,0.0061782506667,0.006536518,0.0103497076667,0.0260511073333,0.0092539296667,0.042839722,0.1639532186667,0.0037970756667,0.0441384346667,0.0015767576667,0.0011451976667,0.0006948993333,0.0005045006667,0.0035263643333,0.0791082236667,0.0019128906667,0.0041755623333,0.018974416,0.0015162013333,0.0020157776667,0.0013744736667,0.0523829956667,0.000305036,0.0039735606667,0.0008575163333,0.006978532,0.000750637,1.15572916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,1.831,,0.175,0.232,,,72.0,29.7179487179487,5.6534545455,9.111025641,0.175203183,0.1427813325,1.2834777035,0.0489051205,,,,,,,,23.8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.222,6.032,,,8.092222222,9.349159664,1168.846154,Poor,929.3076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,0.141,0.837059169,,,,,,,,,,,,,36.8697916685,765.875,312.375,981.375,25.2883307900286,NC,10.03933333,n,y,INV/ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,,,,,,,,,,,,44,44,1.560371423164009,1.5594313494763532,1.6395540037929457,31,male,0.02008547,,,,,,2
3,DGRP_032,43.75,2.23,2.44,2.18,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41746740357143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.163,1.857,,0.039,0.018,,,32.32,28.475,8.5948908297,8.2692307692,0.1568502593,0.1393852804,-0.112159545,0.154504752,0.4748826448,7.0,0.8416254115,0.0988421536,-0.3760404912,4.9545454545,0.9292674411,8.3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.733,,,9.051285714,11.07743959,1149.3,Poor,1278.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.001,0.852277565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,1.6550123288744305,1.6408833875794786,1.7598635816249175,32,male,0.0210443043,0.72,0.9278013234,1.071039523,0.01964848527,,1
4,DGRP_059,43.89,1.77,3.15,3.28,2.07,2.07,2.56,3.18,2.82,1.77,4.06,2.27,2.43,3.72,2.93,3.56,3.01,4.51,3.18,104.08,202.93,0.98,1.95,-36.55,4.719697,5.147368,4.5,0.35161532,0.2194202,0.16643519,,,,,0.0,7.0,0.0,32.0,2.0,3.0,0.0,50.24228736,12.89601775,,327.4030069,0.384615385,0.056680162,0.329959514,0.030364372,0.198380567,6.418367845,0.282991288,,72.40438906,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,163.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,107.0,0.0,0.0,96.5,37.5,0.0149794733333,0.0014009356667,0.0002735443333,0.0332248196667,0.0012556543333,0.0001842343333,0.008472589,0.2287857336667,0.0025199993333,0.015134615,0.225569228,0.000454455,0.0018924456667,0.01290731,0.0030394286667,0.0046958726667,0.0147039333333,0.0142064583333,0.0035464033333,0.0239862063333,0.111989549,0.0027904503333,0.04921697,0.001112941,0.0036041046667,0.000580322,0.000254806,0.0061704873333,0.055874087,0.0010029233333,0.0044429826667,0.037497529,0.0014966226667,0.007701428,0.0033401203333,0.0638457426667,0.0003350953333,0.0120046593333,0.0093286566667,0.0145412473333,0.00117906,1.292559524,89.8166666666667,77.0166666666667,240.866666666667,306.966666666667,102.25,77.2666666666667,114.9,86.5833333333333,31.95701083425,29.2538168568333,37.4376755706667,35.9667496876667,32.0762394779167,33.3085075725833,68.0872218,57.1540847,14.7239583,33.2651762,21.3134463,2.03517193,45.9938966,8.796875,123.809933,43.9418414,634.5625,10.3228869,7.58286706,535.09375,1.18,1.73,11.12,15.05,18.935,34.8,35.52,1.835,1.893,2.388,0.108,0.114,0.21,18.9347826086957,35.52,34.8,8.5256287425,13.993664122,0.2390592053,0.1585182166,2.0107091385,0.1375896375,0.0611519735,5.75,1.2958266345,0.3157577767,0.2546058032,5.5625,1.0526504247,48.5616,0.04462178,0.03827312,0.05097043,0.04438987,0.06134305,0.02743669,0.06100131,0.06058264,0.06141998,-0.797210412,0.079227017,-1.076008282,1.117601539,0.903164883,0.227385115,0.257871576,0.732224057,-0.139729452,0.595172734,683.403219,653.582051,713.224388,0.04037883,0.03311921,0.04763845,0.05857341,0.06262833,0.05451849,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.263,5.528,13.742,17.892,12.93333333,14.86666667,963.5357143,Poor,884.0416667,,,,,,,,,,,,18.4976238,24.0769231,0.37184112,3.627977946,2.38245871,2.173081655,96.016393442623,57.0,30.5873015873016,,,551.5,30.09,0.937,801.2,30.0933333333333,0.93746413325,0.027,0.002,0.856915709,,,,,,,,,,,,,26.21250000015,437.8,118.222222222222,432.555555555556,24.5896852115925,NC,6.533666667,n,n,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,,,,,,,,,,,,18,17,1.7174799164095027,1.6882775881484218,1.872523406589205,59,male,0.0154026824,,0.958384756,1.055992471,0.01458597748,,1
5,DGRP_075,53.5,2.13,,2.24,2.65,2.25,2.06,2.04,2.06,2.13,3.15,1.97,2.07,3.17,2.04,3.45,2.84,3.48,2.79,94.53,229.03,0.84,2.68,50.02,4.725926,6.756522,3.785714,0.36496575,0.17881349,0.19337007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,86.3,0.0151827673333,0.003818982,0.0006031033333,0.0148322633333,0.0022980356667,0.0007269403333,0.030347976,0.3689379603333,0.0030943776667,0.018923301,0.1368818976667,0.001179799,0.001725143,0.0099542916667,0.0035394096667,0.003234348,0.0050716476667,0.0384747706667,0.005160435,0.0244188783333,0.069154935,0.000897645,0.0260218063333,0.0024946973333,0.0023366733333,0.0001463793333,0.000138964,0.0018559663333,0.0946650886667,0.0005584723333,0.0013160123333,0.0159339806667,0.0018926033333,0.0025539673333,0.0011239073333,0.0700902723333,0.0004256523333,0.004521558,0.0018400693333,0.0126758423333,0.0007309926667,0.996130952285714,90.6416666666667,78.5666666666667,241.75,309.316666666667,100.941666666667,75.9166666666667,117.733333333333,87.2666666666667,32.5009850028333,29.3041703904167,38.062806797,36.09465826625,31.4043567309167,32.6330228126667,8.6492055,20.7007215,21.515625,26.575457,20.6159707,1.89372859,36.8116475,7.03125,118.38332,56.8087326,532.817708,23.2973327,10.858283,339.0,10.53,11.2,14.41,17.46,23.073,31.7,67.84,2.088,1.931,1.935,0.1,0.074,0.381,23.0729166666667,67.84,31.7,8.9471270718,11.804041096,0.2062977193,0.1754131933,1.076682554,0.288573401,-0.0384517277,4.2727272727,0.6874944098,0.1279482011,0.1663999288,3.8636363636,0.6523200505,33.5116,0.07607569,0.0852541,0.06689728,0.02781477,0.03630333,0.01932622,0.07344049,0.09036271,0.05651826,0.887852807,-0.110427522,0.180413382,-1.181090423,-0.056848298,0.297008421,0.738800021,-1.527128076,0.003066753,1.346739789,694.036553,703.182051,684.891055,0.06874032,0.06351658,0.07396406,0.08305555,0.06494636,0.10116473,11.0,0.310964695652174,1.1914507826087,1.55881847826087,1.49598104347826,1.01105113043478,0.243171913043478,0.152764695652174,0.0655303043478261,0.120157391304348,0.175022608695652,0.186708913043478,0.0203224347826087,0.182357434782609,0.065210652173913,0.236507434782609,0.023718,0.823373304347826,1.55199586956522,1.01069226086956,0.321681217391304,0.308451347826087,2.10584817391304,0.11783124,0.430914,0.696798,0.8069156,0.9262896,,5.179,12.47,31.086,9.99195207,14.99774436,1151.5,Poor,1144.407407,,,,,,,,,,,,22.387089,24.1428571,0.20753249,3.198490456,2.440790467,2.475762375,82.7014925373134,51.7121212121212,31.0153846153846,,,,,,,,,0.05,0.01,0.752332657,,,,,,,,,,,,,,,720.75,1484.5,32.8382289077304,NC,9.187333333,y,n,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,,,,,,,,,,,,70,70,1.8409817943643545,1.789449692400188,1.7399250475688592,75,male,0.0185646209,0.78,0.852359828,0.9484934713,0.01957274505,,1
6,DGRP_100,71.88,1.57,2.59,2.43,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015976086667,0.0043944776667,0.000797024,0.0071347083333,0.0010190596667,0.0010021936667,0.011728577,0.3711999676667,0.0,0.0279364196667,0.0854876273333,0.0013270096667,0.002341208,0.014031629,0.0063997056667,0.005064454,0.0112436486667,0.040944461,0.0066808083333,0.062995879,0.1240653253333,0.0020032933333,0.0609137423333,0.001942093,0.0018098803333,0.00101619,0.0003921406667,0.0059091126667,0.0620039746667,0.003041319,0.0034900396667,0.0262072596667,0.0010896836667,0.0018879846667,0.0014620596667,0.0301457886667,0.000736311,0.0034714203333,0.000565577,0.0035167843333,0.0005939006667,1.5343915345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.073,1.626,,0.186,0.238,,,49.28,25.2820512820513,8.6221804511,10.34712,0.2921213583,0.2874418589,0.620566245,0.262325163,,,,,,,,25.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.684,,,9.010425261,13.41851852,565.225,Poor,495.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.755201636,,,,,,,,,,,,,47.10208333315,1000.5,701.1,1040.0,44.8094349699531,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,91,1.9265771810465933,1.925771653439131,2.231002600505541,100,male,0.0141548097,,0.8007983118,0.9449956481,0.01497870358,,1
7,DGRP_100,71.88,1.57,2.59,2.43,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0015976086667,0.0043944776667,0.000797024,0.0071347083333,0.0010190596667,0.0010021936667,0.011728577,0.3711999676667,0.0,0.0279364196667,0.0854876273333,0.0013270096667,0.002341208,0.014031629,0.0063997056667,0.005064454,0.0112436486667,0.040944461,0.0066808083333,0.062995879,0.1240653253333,0.0020032933333,0.0609137423333,0.001942093,0.0018098803333,0.00101619,0.0003921406667,0.0059091126667,0.0620039746667,0.003041319,0.0034900396667,0.0262072596667,0.0010896836667,0.0018879846667,0.0014620596667,0.0301457886667,0.000736311,0.0034714203333,0.000565577,0.0035167843333,0.0005939006667,1.5343915345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.073,1.626,,0.186,0.238,,,49.28,25.2820512820513,8.6221804511,10.34712,0.2921213583,0.2874418589,0.620566245,0.262325163,,,,,,,,25.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.684,,,9.010425261,13.41851852,565.225,Poor,495.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.755201636,,,,,,,,,,,,,47.10208333315,1000.5,701.1,1040.0,44.8094349699531,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,91,1.9265771810465933,1.925771653439131,2.231002600505541,100,male,0.02126572,,,,,,2
8,DGRP_105,63.05,1.68,2.96,3.86,2.9,2.9,2.15,3.76,2.96,1.68,3.79,3.2,2.32,3.71,3.13,4.06,4.23,4.41,3.12,40.93,128.54,1.09,2.16,-78.99,4.266667,4.540984,4.0,0.78192782,0.23428744,0.17750809,,,,,2.0,19.0,0.0,0.0,9.0,11.0,0.0,,11.07007634,50.15961138,402.4246619,0.115226337,0.216049383,0.008230453,0.090534979,0.569958848,,1.595149955,5.899750922,20.43043466,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,36.0,0.0,0.0,103.5,537.1,0.0009559818333,0.0025955771667,0.0002908518333,0.005840214,0.0012096583333,0.000621097,0.0107745065,0.2714418221667,0.0018326465,0.0334378823333,0.0964376525,0.0010702791667,0.0018333143333,0.0103879183333,0.0064877766667,0.0061281416667,0.0134858595,0.0432314818333,0.0042374973333,0.0602830085,0.2077592986667,0.0054693018333,0.0641380431667,0.0016015605,0.0016606443333,0.0005840425,0.000333986,0.0051557483333,0.0639955988333,0.0018949525,0.0028719353333,0.0206284385,0.0009971461667,0.0017898166667,0.0014046558333,0.033292461,0.0003798436667,0.003760341,0.0006617995,0.0076516738333,0.000898801,1.28687996033333,85.1083333333333,74.6166666666667,236.308333333333,300.575,97.025,73.6833333333333,118.441666666667,88.0083333333333,31.571370267,28.3175431303333,39.4072979915833,37.25044577125,31.1781839618333,32.2751588779167,24.3889423,38.3941301,22.4375,20.7485248,13.9902547,1.53945042,23.6236312,16.2760417,41.2649184,39.3810989,535.875,13.0464263,15.3300759,436.8125,9.45,6.79,16.85,21.86,15.0,28.8,51.04,1.922,1.636,1.101,0.033,0.126,0.12,15.0,51.04,28.8,9.5089082969,9.6144036697,0.1948838378,0.2279798224,0.021945463,0.1751277438,,,,,,,,19.7116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.29105904,1.02082388,1.4591746,1.40474656,0.9574944,0.23629856,0.14686308,0.06029884,0.09291988,0.16095492,0.16301356,0.0177986,0.153951,0.06380156,0.2060838,0.01808456,0.74904348,1.4531684,0.87738076,0.28007852,0.28011552,1.95531544,0.095898,0.4181092,0.6596216,0.738752,0.8469672,,6.699,14.309,14.801,9.77959596,13.32583333,756.6666667,Poor,724.175,,,,,,,,,,,,24.0211787,24.1666667,0.30242022,3.73953199,2.874758455,2.699654453,106.627118644068,55.2698412698413,34.4761904761905,,,283.8,21.25,0.747,587.0,21.2483333333333,0.74698,0,0.0,0.79765375,,,N,23/192,72/192,70/167,166/167,54/203,107/168,22/168,83.22%,7/20,27.6412037041111,557.333333333333,331.75,683.625,33.4249000934044,NC,6.142,n,y,INV,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,ST,,,,,,,,,,,,73,73,1.7992432106257883,1.8023598538652064,1.7638151537676487,105,male,0.0154688705,0.6845,0.7797672495,0.8434523122,0.01833994676,,1
