DGRP	sex	mean_frac	mean_ls	mean_ns_frac	mean_ns_ls	cohen.d_frac	p.value_frac	cohen.d_ls	p.value_ls	LSM_frac	LSM_frac_se	LSM_ls	LSM_ls_se	KL_frac	KL_ls	en_s_frac	en_ns_frac	en_s_ls	en_ns_ls
DGRP_228	M	0.2524375975039	0.402099579283087	0.260839183567343	-0.13865304512552	0.0795291231402251	0.824048450336308	-0.324007742419921	0.366780071285754	0.0169540306018292	0.0291254169742512	0.427551811470903	0.541585964744857	1.18565463076912	2.40169267960759	1.1573732982229	0.777462131910929	1.5437891850589	1.25115598336363
DGRP_228	F	0.202158086323453	1.07320135532666	0.314881880989525	0.389143001434303	0.88749248132174	0.0321468222895627	-0.289270957090548	0.483609215351436	0.0338479171688293	0.0331225769536567	0.427551811470903	0.541585964744857	1.03417293723769	0.0977763585870534	1.07513932400537	1.09130300064685	1.32966134885476	1.14327520619421
DGRP_595	NA	0.234560380211709	-0.194599631913522	0.30548282566429	-0.65840861261768	0.859278665692895	0.00153074715743615	-0.239752908044748	0.344794708721705	0.0479629680256538	0.0222307668971504	0.20581470528682	0.527450067156336	0.518806366863749	0.256784223470087	1.48975031885059	1.50628852141752	1.63030584790762	2.07517501258949
DGRP_595	M	0.257647440051847	-0.0896619003428363	0.290645927846187	-0.618036063741228	0.465561852472373	0.203079729407577	-0.259638080401693	0.474806454771105	0.0278744248693673	0.0297134068016899	0.20581470528682	0.527450067156336	0.105122769410274	0.189946263173965	0.900256051268537	0.891867395317251	1.0337005498525	1.43682866896303
DGRP_595	F	0.208175168965837	-0.299537363484208	0.320319723482394	-0.696257877189353	1.22971445194322	0.00270552137101403	-0.209297096087973	0.558300075030688	0.0680846046514901	0.0326233686177763	0.20581470528682	0.527450067156336	2.94710332558167	0.0981090269558527	0.955699891112534	0.882310924515076	1.10343290963819	1.32088834314932
DGRP_705	NA	0.17059920772278	0.981834365173972	0.266281585323641	-0.374721389338634	0.640065223079064	0.0217213926059595	-0.632670445379612	0.0213853105672654	0.0794773849412262	0.0226241802574067	0.749641660008439	0.543552148093766	1.29105856558496	0.64961458032286	1.5627179695419	1.83967982805568	1.71055760218165	2.10618377785189
DGRP_705	M	0.114953271028037	1.82922538385521	0.294427137417792	-0.262902450213473	1.72159042304898	8.32176008959638e-05	-0.825059706054574	0.0371252936723089	0.170558600790695	0.0301886441059695	0.749641660008439	0.543552148093766	0.787373609085052	0.563122880599632	0.673011667009257	1.19445300632336	1.32175583998232	1.48975031885059
DGRP_705	F	0.240156628591208	0.0739154165869282	0.238136033229491	-0.479551644768472	-0.0113202325666759	0.978407489291057	-0.366251877546612	0.327496018151311	-0.020104262972846	0.0331886215788946	0.749641660008439	0.543552148093766	1.71558781539938	0.454865760978127	1.11874333598575	1.09861228866811	1.5498260458782	1.32088834314932
DGRP_075	NA	0.24074794638997	0.303773088743825	0.364111543450065	-0.691063425805607	0.950182819373336	0.000513398258464956	-0.456177074916664	0.073753362860962	0.0671604505637485	0.0222433696534942	0.466386180889356	0.523946202808	2.15768455627945	0.735706160482001	1.71408754118701	1.87917780224278	1.52925400861744	1.92190156121465
DGRP_075	M	0.251159208819715	-0.753865235705555	0.341820687418937	-0.931060521972094	0.85029315541605	0.0228378420746604	-0.135887121190777	0.703583374983132	0.064575710860009	0.0291638646713099	0.466386180889356	0.523946202808	2.47323779168936	0.809859490670546	1.07173009411245	1.02392879963894	1.36868963762284	1.14327520619421
DGRP_075	F	0.228849360755976	1.36141141319321	0.38958680748564	-0.451066329639121	1.04439997305632	0.0103754308174666	-0.691304743777324	0.0623614891955814	0.0692848245254682	0.0332376195235566	0.466386180889356	0.523946202808	0.795461742399942	0.217937522965168	0.89820533970415	1.37605528526042	1.21231388026715	1.39173976951833
DGRP_820	NA	0.2988375623509	-0.157113858920949	0.272374756018217	-0.864448305528585	-0.253652852216742	0.330458786266425	-0.366920548112159	0.155821803609147	0.0115950828223637	0.0221881160385227	0.89505379208962	0.531729349041591	0.744320373143257	1.03492416800383	1.626541081468	1.46719585703789	1.88685028949272	2.06146460491254
DGRP_820	M	0.310466276295814	0.543603034879988	0.283443938408154	-0.674887099524866	-0.263425935518737	0.47761079879661	-0.580184540166414	0.131046427860525	-0.000628279254572123	0.0300633230003855	0.89505379208962	0.531729349041591	0.52417406524113	0.0994217307218744	0.882310924515076	0.673011667009257	1.23514465153267	1.42444277850362
DGRP_820	F	0.287208848405986	-0.814035946859327	0.26130557362828	-1.06664692526589	-0.238999147420433	0.518557778972678	-0.152468081326196	0.669904578396644	0.0280087306350161	0.0320146034920388	0.89505379208962	0.531729349041591	0.373152896374572	0.122423059767664	1.00961375817404	1.02003695840184	1.12748323499323	1.39539709232679
DGRP_879	NA	0.155037610201936	1.57664573918559	0.31863000608114	-0.207049239315615	1.53959946911868	2.94645786875362e-07	-0.739283728524144	0.00541154147329852	0.11071880496706	0.0222953005243694	1.11456292789971	0.537376849315019	6.50243208733027	0.910450790995159	1.56849808584113	1.55303176996661	2.10618377785189	1.95034820148756
DGRP_879	M	0.154181326557206	1.58312177110688	0.309243332464599	-0.429466326429318	1.57482717142346	0.000136023239100006	-0.775056032305937	0.0382715117959155	0.127136082395101	0.0297268635959764	1.11456292789971	0.537376849315019	7.29686536681895	2.27407736299918	0.831402520495638	0.690923309313818	1.30509637194834	1.0625354080616
DGRP_879	F	0.15609149776468	1.56973797180289	0.32801667969768	0.015367847798088	1.46162678763837	0.00108986512224654	-0.679707215287927	0.0745448064759943	0.0917918828134369	0.0326835069457248	1.11456292789971	0.537376849315019	6.48845214869546	0.228327593885298	0.925129083572082	0.990835386443849	1.56413150262199	1.48975031885059
DGRP_105	NA	0.290351105331599	0.189877254967513	0.328179453836151	0.113246322655216	0.349128347800058	0.181706426737267	-0.0320654523585201	0.898392131484457	0.0369133666460491	0.0221845579056857	0.0632361524134464	0.523022720497303	0.644834665462343	0.242448954870231	1.66235956232166	1.62778291945148	1.64561986401203	2.07643143118613
DGRP_105	M	0.31559655396619	-0.748736157921755	0.324138491547464	0.116334802689581	0.0963030403956522	0.787200348335818	0.567332450255658	0.12339587105562	0.017817431500849	0.0291865655958413	0.0632361524134464	0.523022720497303	0.580162020273647	0.142110564911696	0.881532261188164	0.864740096527637	1.5808185358593	1.40139264660812
DGRP_105	F	0.261499164034925	1.12849066785678	0.332797696451793	0.110157842620851	0.559324744586502	0.151669890389577	-0.348495983731413	0.333882631093602	0.0587015834252129	0.0330524993602721	0.0632361524134464	0.523022720497303	1.9672809220288	1.19065111979716	1.25404190173345	0.992281974852574	1.24401669579289	1.25548232517875
DGRP_859	NA	0.208691399427094	0.483714159286631	0.32077332295316	-0.176809180695655	1.18809305109852	0.00015362662977799	-0.227833599595411	0.40170139488511	0.0330436606098834	0.0228781869874722	-0.378917109921081	0.553414259918223	4.11336396022325	0.730262401859152	1.78864009828235	1.21189461111551	1.5554099031431	1.98061664646907
DGRP_859	M	0.229306690887072	0.5816162823331	0.31735759698975	-0.0343265495517554	0.841214149793291	0.0362457422326429	-0.231110560296527	0.534769668269382	0.0592429527247167	0.0296405123529258	-0.378917109921081	0.553414259918223	4.49467766172485	0.256112005059396	1.23514465153267	0.685314207276458	0.988154224290194	1.45533303519283
DGRP_859	F	0.180579638345306	0.37075017115609	0.324677009768485	-0.33964647343154	1.800089715779	0.000281074717435436	-0.218737544647173	0.587897905414848	-0.00501886811280346	0.0348009926290223	-0.378917109921081	0.553414259918223	4.90798236756054	0.239116324168892	0.934769897858279	0.830471712436292	0.937155853065701	1.43770144364294
DGRP_303	NA	0.160007215007215	0.361596222762833	0.297077922077922	0.415775592935151	1.14642874377495	0.000703758343168629	0.026932512877984	0.929357980252751	0.0366547241416706	0.0228862838362592	-0.342615813508592	0.628950803540381	3.52375743701637	0.513164360203625	1.50507212262811	1.72918066376088	1.93710617582932	2.02842199954644
DGRP_303	M	0.186547619047619	0.228810029917755	0.294085914085914	0.528436369320167	0.874612224919576	0.0421057442375811	0.154387623541372	0.702598395556397	0.0702243025244946	0.0306842350354387	-0.342615813508592	0.628950803540381	0.629348852007591	0.104016213711185	0.918427784993098	1.22028216627224	1.47350238508065	1.37781950803903
DGRP_303	F	0.106926406926407	0.62716860845299	0.299670995670996	0.324238712122326	1.66145523800829	0.00131104584227589	-0.13932835562969	0.797714310402975	-0.00504372046620221	0.0335344140171434	-0.342615813508592	0.628950803540381	1.01218475602475	0.577434564903321	0.636514168294813	1.36244748519163	1.32966134885476	1.39173976951833
DGRP_321	NA	0.204914335285188	0.4278552122365	0.27874213836478	-0.139305418976923	0.609516026854311	0.0216939523844623	-0.221530821093191	0.384053402567642	0.0419873617284603	0.0222103745242945	0.209184702886697	0.532172942627504	0.249993610396781	0.148518788602628	1.7783357935276	1.77967637460442	1.88246678973838	1.94991483677475
DGRP_321	M	0.215736824983734	0.156506818260029	0.296438950336153	-0.539233297076748	0.654756395998934	0.0785676083599085	-0.279843748185367	0.437290203364662	0.0540827945419341	0.0295739426856639	0.209184702886697	0.532172942627504	0.229104989111027	0.161569596003803	1.07173009411245	1.17105986999037	1.04083983742324	1.28687263039802
DGRP_321	F	0.192545775629705	0.699203606212971	0.261045326393407	0.260622459122902	0.56492999327606	0.14529020946963	-0.164210727965409	0.650895370484194	0.0272436390266827	0.0326033056016567	0.209184702886697	0.532172942627504	0.397963354763616	0.244229310842085	1.03460123291018	0.990835386443849	1.48984879647419	1.41536913507919
DGRP_304	NA	0.231757833244822	0.830110086175439	0.301193721602644	-0.285376445229839	0.542576452194212	0.0441699789351496	-0.497715438910969	0.0609916911453919	0.0604244766275738	0.0222072333874697	0.719395605765614	0.541290234151836	1.49800984804369	0.398442444415631	1.82164990133467	1.65855194228393	2.05046954143874	1.94050126488909
